Sentence,POS_Tags,TF_IDF,Sentiment_Score,Custom_Embeddings,Sentence_Length
"Yes, there are jaguars, snakes, scorpions and big ugly spiders.","[('Yes,', 'UH'), ('there', 'RB'), ('are', 'VBP'), ('jaguars,', 'NNS'), ('snakes,', 'NNS'), ('scorpions', 'NNS'), ('and', 'CC'), ('big', 'JJ'), ('ugly', 'RB'), ('spiders.', 'NNS')]",[0. 0. 0. ... 0. 0. 0.],-0.1531,"[-0.00759408  0.01076677  0.00175144 -0.00036089  0.00610623 -0.01898599
  0.00713506  0.01738062 -0.01096588 -0.00900686 -0.00564924 -0.01456648
 -0.00474639  0.00292299  0.00695804 -0.00511352  0.00491129 -0.00352066
 -0.00177182 -0.01922864  0.00315641  0.0081761   0.00862382 -0.00210989
  0.00150012  0.0019448  -0.00558411 -0.00477544 -0.01575765  0.00101203
  0.01572697  0.0011483  -0.00313012 -0.00858499 -0.00612382  0.00999238
  0.00478153 -0.00387221 -0.00832937 -0.01132802  0.00396369 -0.00848115
 -0.00704852 -0.00101465  0.01170258 -0.00458515 -0.00885383 -0.00566172
  0.00971862  0.00386124  0.00345373 -0.00671952 -0.00142616 -0.00566923
 -0.00860046  0.00525616  0.00138408  0.00093901 -0.00543988  0.00231392
  0.00572969 -0.00302481  0.00273126 -0.0034744  -0.01209682  0.00879845
  0.00429043  0.00871226 -0.01699254  0.01657244 -0.01175136  0.01032968
  0.01186331  0.00226143  0.01225872  0.00710851 -0.00249098  0.00100258
 -0.00603882  0.00013744 -0.00543879  0.00218045 -0.006586    0.01249812
 -0.00523767 -0.00583125  0.00538561  0.0112526   0.00585286  0.00291688
  0.01371457  0.00762118  0.00218081  0.00264415  0.01783688  0.00619412
  0.00588662 -0.00921752 -0.00277588 -0.00280159]",10
"They are out there, but they've always been out.","[('They', 'PRP'), ('are', 'VBP'), ('out', 'IN'), ('there,', 'RB'), ('but', 'CC'), (""they've"", 'PRP'), ('always', 'RB'), ('been', 'VBN'), ('out.', 'IN')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[-9.29899234e-03  1.18808383e-02  3.73082643e-04  5.49183926e-04
  8.17276724e-03 -2.62687821e-02  9.26963240e-03  3.02780196e-02
 -7.86874536e-03 -1.34336744e-02 -6.02081511e-03 -1.86245255e-02
 -1.03905005e-03  5.68450149e-03  5.15604857e-03 -1.03229247e-02
  2.99549964e-03 -7.71952514e-03 -1.37702085e-03 -2.53761262e-02
  9.49860364e-03  1.00507513e-02  5.33385854e-03 -5.82379848e-03
 -2.85914779e-04  1.73449196e-04 -5.56777604e-03 -7.52845500e-03
 -1.78012736e-02  1.99089828e-03  1.57694053e-02  2.28677969e-03
 -2.16106209e-03 -1.54893249e-02 -7.90279359e-03  1.78504679e-02
  6.93408819e-03 -9.03161708e-03 -6.30155252e-03 -2.33587455e-02
  3.17986077e-03 -1.33984946e-02 -7.91707728e-03 -1.28435867e-03
  1.66935753e-02 -4.31574229e-03 -8.19994137e-03 -6.04833243e-03
  1.07969828e-02  7.51272030e-03  6.51521515e-03 -7.78291607e-03
 -1.30235567e-03 -4.90821479e-03 -9.60436650e-03  1.01783322e-02
  3.10339360e-03  2.15318240e-03 -1.12406574e-02  5.89203043e-03
  5.34770777e-03  3.35562299e-03  5.92437945e-03 -5.29245008e-03
 -1.60162728e-02  1.61219463e-02  4.81374236e-03  1.28505807e-02
 -2.16891505e-02  1.74967609e-02 -4.04681265e-03  1.14910342e-02
  1.53810428e-02  6.73757284e-04  2.09567957e-02  1.13474373e-02
 -2.97283288e-04 -2.57695024e-06 -1.31123932e-02  1.40362931e-03
 -4.58158646e-03  1.19962869e-03 -1.27092665e-02  1.91657748e-02
 -4.33062995e-03 -3.42181302e-03  8.58177431e-03  1.30805392e-02
  1.26493098e-02  2.50848732e-03  2.01453883e-02  4.33273148e-03
  4.06837277e-03  1.65728939e-04  2.51914766e-02  1.38097396e-02
  9.74005740e-03 -1.47626139e-02 -3.14328331e-03  4.43658850e-04]",9
It's not like every day a kiwi wakes up and looks outside and sees a jaguar or a tarantula.,"[(""It's"", 'PRP'), ('not', 'RB'), ('like', 'IN'), ('every', 'DT'), ('day', 'NN'), ('a', 'DT'), ('kiwi', 'NN'), ('wakes', 'NNS'), ('up', 'RB'), ('and', 'CC'), ('looks', 'NNS'), ('outside', 'IN'), ('and', 'CC'), ('sees', 'NNS'), ('a', 'DT'), ('jaguar', 'NN'), ('or', 'CC'), ('a', 'DT'), ('tarantula.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],-0.2755,"[-0.01204587  0.02251336  0.00413805 -0.00424372  0.01113713 -0.03985789
  0.01370206  0.04675554 -0.01422649 -0.01722327 -0.00636471 -0.02854068
 -0.00553057  0.01215359  0.00974292 -0.015119    0.00662296 -0.01505165
 -0.00572304 -0.03790602  0.01529558  0.01255701  0.01533092 -0.01126105
 -0.00271565  0.0046765  -0.01033263 -0.00835662 -0.02847055  0.00348146
  0.03017143 -0.00041408 -0.00256922 -0.02414571 -0.00896136  0.02301399
  0.01297452 -0.01102129 -0.01496045 -0.02700699  0.0088721  -0.01362728
 -0.00922713  0.00113439  0.02644237 -0.00577739 -0.01304772 -0.00620623
  0.01511129  0.01013167  0.01258618 -0.01286674 -0.00147441 -0.00652819
 -0.01805168  0.00890175  0.00450099  0.00494125 -0.01763141  0.00460083
  0.00532835  0.00067362  0.01088761 -0.00792616 -0.01959367  0.01951135
  0.01176233  0.02240688 -0.02703737  0.02384143 -0.01842188  0.01287063
  0.01914018  0.00034902  0.02820185  0.01318853 -0.00048273  0.00346689
 -0.01741946 -0.00297751 -0.01610175  0.0050447  -0.01856757  0.03007301
 -0.00852027 -0.00692225  0.0160544   0.01922934  0.01588814  0.00405379
  0.02993064  0.01005307  0.00415635  0.00069495  0.03584341  0.01591501
  0.01782133 -0.02099606 -0.00593737 -0.00300654]",19
"And I'll take on any gang member, but I won't take on a spider.","[('And', 'CC'), (""I'll"", 'PRP'), ('take', 'VB'), ('on', 'IN'), ('any', 'DT'), ('gang', 'NN'), ('member,', 'NN'), ('but', 'CC'), ('I', 'PRP'), (""won't"", 'MD'), ('take', 'VB'), ('on', 'IN'), ('a', 'DT'), ('spider.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[-0.00786028  0.02063208  0.00353325 -0.00068561  0.00737817 -0.03473419
  0.01356833  0.03908002 -0.0099862  -0.01353948 -0.00299771 -0.02835582
 -0.00325908  0.00930531  0.00638885 -0.01019593  0.00736711 -0.01411207
 -0.00519337 -0.0302037   0.01270756  0.00991424  0.0091787  -0.0104377
 -0.00230765  0.00417389 -0.0078517  -0.00684764 -0.02516443 -0.00200441
  0.02257098 -0.00191058  0.0004227  -0.01986452 -0.00860503  0.0179593
  0.01104741 -0.00923975 -0.01041131 -0.02308517  0.0055365  -0.00948971
 -0.00842675  0.00037183  0.02411523 -0.00068032 -0.01374667 -0.00324219
  0.01127107  0.00932141  0.0076626  -0.00896316 -0.00095952 -0.0045151
 -0.01279088  0.00919174  0.00294368  0.00218518 -0.01452949  0.00422723
  0.00296739 -0.00371955  0.00948937 -0.00505132 -0.01497226  0.01471671
  0.00846766  0.01783237 -0.02199058  0.01834775 -0.01423139  0.01149618
  0.01904422  0.00018664  0.02442031  0.01014029  0.00191439  0.00249734
 -0.01231182  0.00077515 -0.01103449  0.00412185 -0.01337952  0.02463781
 -0.00420496 -0.00413782  0.0121234   0.01725911  0.01283803  0.00567735
  0.02456024  0.01443567  0.0067001   0.0031355   0.03065423  0.01415117
  0.01413876 -0.01430858 -0.00526507 -0.00126621]",14
Just how will New Zealanders cope competing in the world's toughest game?,"[('Just', 'RB'), ('how', 'WRB'), ('will', 'MD'), ('New', 'NNP'), ('Zealanders', 'NNS'), ('cope', 'NN'), ('competing', 'VBG'), ('in', 'IN'), ('the', 'DT'), (""world's"", 'NN'), ('toughest', 'NN'), ('game?', 'NN')]",[0.         0.         0.         ... 0.         0.         0.35796236],-0.0772,"[-0.00378242  0.01487332  0.00346601 -0.00214178  0.0111068  -0.0248516
  0.0088645   0.02742341 -0.01397371 -0.00932609 -0.00564595 -0.01920967
 -0.00289102  0.00818337  0.00534108 -0.01102086 -0.00048421 -0.00727535
 -0.00189029 -0.02430733  0.00437342  0.00670581  0.01013013 -0.0106881
 -0.00141966  0.00189048 -0.0074008  -0.00503162 -0.01863052  0.00413084
  0.01744902 -0.00206766  0.00126227 -0.0153608  -0.00652918  0.01267412
  0.00742465 -0.00466385 -0.00852172 -0.01753761  0.00351889 -0.01147422
 -0.00624537  0.00310096  0.01694858  0.00042126 -0.00658828 -0.0071238
  0.01012702  0.00936736  0.00685839 -0.00850427 -0.00063595  0.00043899
 -0.01348492  0.00728193  0.00414989  0.0022425  -0.01189545  0.0035638
  0.0057936  -0.00023296  0.00457257 -0.00571477 -0.01035996  0.0142935
  0.00939279  0.01123982 -0.01925529  0.01624245 -0.01044418  0.00784772
  0.01519797  0.00365582  0.01701776  0.00778847 -0.00010571 -0.0006505
 -0.01307423 -0.00038064 -0.00635044  0.00340351 -0.01409852  0.01591955
 -0.00123307 -0.00410168  0.00609229  0.01099786  0.01232015  0.00453685
  0.01638334  0.00895319  0.00185818  0.00099621  0.02198815  0.01119302
  0.01104845 -0.01092825 -0.00289258 -0.00306157]",12
"8,000 people applied, just 16 will make it to the beach.","[('8,000', 'CD'), ('people', 'NNS'), ('applied,', 'VBN'), ('just', 'RB'), ('16', 'CD'), ('will', 'MD'), ('make', 'VB'), ('it', 'PRP'), ('to', 'TO'), ('the', 'DT'), ('beach.', 'NN')]",[0.37332673 0.         0.         ... 0.         0.         0.        ],0.0,"[-0.01076647  0.01992316  0.00725849 -0.00315934  0.01339915 -0.03859672
  0.01321461  0.04514426 -0.01793096 -0.01353516 -0.00947025 -0.03352609
 -0.0054667   0.01063648  0.01169529 -0.01374314  0.00595433 -0.01386068
 -0.0077797  -0.04085184  0.01415121  0.01414134  0.0139702  -0.01286777
  0.00201665  0.00448096 -0.01192699 -0.00929394 -0.03099937  0.0050742
  0.03258717  0.00141899  0.00174119 -0.02538342 -0.01434405  0.02442431
  0.01228588 -0.0112607  -0.0145847  -0.02602978  0.00726725 -0.01728144
 -0.00963174  0.00222814  0.02517703 -0.00362996 -0.01510895 -0.00858589
  0.01393432  0.01230367  0.00783617 -0.01566373 -0.00271948 -0.00600003
 -0.01756508  0.01064024  0.0036201   0.00161705 -0.01857234  0.00851727
  0.00104286  0.00140883  0.0096325  -0.00862419 -0.02130604  0.01797576
  0.01534579  0.01924402 -0.02873796  0.02601855 -0.01753644  0.01581289
  0.02139403  0.00051132  0.03052448  0.01270119  0.00228168 -0.0018591
 -0.01739546 -0.00262994 -0.01223005  0.00520966 -0.01954828  0.02872496
 -0.0078628  -0.00232744  0.00910826  0.016781    0.01800438  0.00306755
  0.03023316  0.01371705  0.00675354  0.00169052  0.03660134  0.01592196
  0.02097593 -0.02013924 -0.00656567 -0.00492904]",11
"But in 40 days time, there will be only one Survivor.","[('But', 'CC'), ('in', 'IN'), ('40', 'CD'), ('days', 'NNS'), ('time,', 'NN'), ('there', 'RB'), ('will', 'MD'), ('be', 'VB'), ('only', 'RB'), ('one', 'CD'), ('Survivor.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],0.5023,"[-6.69690222e-03  1.53041324e-02  2.96211988e-03 -6.67718297e-04
  6.19282620e-03 -2.72226557e-02  7.70629523e-03  3.02616879e-02
 -1.03176478e-02 -8.26835725e-03 -4.50331904e-03 -2.16003545e-02
 -4.92321001e-03  7.51030911e-03  7.09853880e-03 -8.45848024e-03
  1.05250487e-03 -1.28765851e-02 -1.55841489e-03 -2.78084744e-02
  8.04526266e-03  1.07189603e-02  8.36977642e-03 -9.51279048e-03
 -2.02912209e-03  6.19724335e-04 -7.23678665e-03 -3.04714055e-03
 -1.80160422e-02  1.57168880e-03  1.93623882e-02 -8.53745078e-05
  1.56305928e-03 -1.73812956e-02 -9.07267537e-03  1.63462199e-02
  9.92438942e-03 -9.63875744e-03 -9.84661747e-03 -1.60496216e-02
  6.36316556e-03 -1.08320145e-02 -5.77933947e-03  4.34351945e-03
  1.75992008e-02 -2.08809087e-03 -1.12630855e-02 -5.92721207e-03
  9.73118097e-03  4.16824687e-03  7.00409152e-03 -8.08415562e-03
  6.74891344e-04 -4.39343974e-04 -1.38384840e-02  8.57411604e-03
  3.12021142e-03  4.28085262e-03 -1.17776813e-02  5.64486533e-03
  4.39717807e-03 -5.85452653e-04  2.47639325e-03 -5.45604248e-03
 -1.12060020e-02  1.02635156e-02  1.03048934e-02  1.32543435e-02
 -1.83241330e-02  1.81209464e-02 -1.29619455e-02  9.84363910e-03
  1.33229168e-02  2.36499310e-03  2.05215346e-02  1.28290812e-02
 -3.38807527e-04 -3.00846016e-03 -1.20413145e-02 -3.05427995e-04
 -7.54616223e-03  1.50897738e-03 -1.18276440e-02  1.89637169e-02
 -6.87464140e-03 -5.87337185e-03  7.29774963e-03  9.51616466e-03
  1.30369812e-02  4.52809222e-03  2.10792683e-02  8.40657577e-03
  2.34964886e-03 -2.42352151e-04  2.41138060e-02  9.73683782e-03
  1.08272675e-02 -1.35849807e-02 -4.08524228e-03 -4.43083420e-03]",11
"Come on over, guys.","[('Come', 'VB'), ('on', 'IN'), ('over,', 'IN'), ('guys.', 'NNS')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[-0.00428905  0.01342404  0.00212523 -0.00275196  0.00529613 -0.02188177
  0.00832124  0.02151285 -0.00192105 -0.00753277  0.00290248 -0.01485106
 -0.00352844  0.00606232  0.00355249 -0.00793178  0.01012923 -0.00433503
  0.00376806 -0.01561011  0.00503298  0.00670104  0.00365661 -0.00696427
 -0.00281431  0.00680438 -0.00632492 -0.00865719 -0.00926462 -0.00185133
  0.00665838 -0.00011713  0.00462064 -0.01224348 -0.00651266  0.00681054
  0.00646986 -0.00226064 -0.00346649 -0.01173293  0.00197185 -0.00789318
  0.00201463 -0.00521224  0.01519845  0.00324952 -0.00798597 -0.00659533
  0.00360102  0.00673722  0.00618204 -0.00815375 -0.00494783 -0.00082343
 -0.00919064 -0.00029551  0.00099944  0.00069943 -0.00883503 -0.0002693
 -0.00291961 -0.00162117  0.00335668 -0.0019414  -0.00910986  0.0092525
  0.00278585  0.00875104 -0.01154789  0.01331745 -0.00611612  0.00875477
  0.01305286 -0.0002343   0.0088415   0.00365036  0.00436441  0.00142569
 -0.01024961  0.00229505 -0.00915078  0.00052955 -0.00943633  0.00916964
 -0.00227238 -0.00256666  0.00706786  0.0061587   0.00941124 -0.00159627
  0.01612203  0.00510693  0.00331591  0.00516073  0.01975749  0.0017021
  0.00409014 -0.00665873 -0.00458678  0.00039362]",4
I am so excited.,"[('I', 'PRP'), ('am', 'VBP'), ('so', 'RB'), ('excited.', 'VBN')]",[0. 0. 0. ... 0. 0. 0.],0.4005,"[-8.21802113e-03  2.22671088e-02  8.72894004e-03  3.78385012e-05
  1.16477320e-02 -3.60765308e-02  1.47438319e-02  4.07460928e-02
 -1.29223112e-02 -1.91811565e-02 -4.13617212e-03 -2.63757650e-02
 -3.93144088e-04  1.26533061e-02  4.70836461e-03 -1.03547331e-02
  4.27325303e-03 -1.26440041e-02 -9.32833832e-03 -3.62944789e-02
  1.25374282e-02  1.42967682e-02  1.33490674e-02 -1.00069251e-02
  2.95607932e-03  3.33569827e-03 -8.45005549e-03 -9.67051741e-03
 -2.87955329e-02 -2.12728395e-04  2.49046907e-02  4.19859495e-03
  2.45125557e-04 -2.30032355e-02 -1.63459647e-02  1.59152579e-02
  1.09620094e-02 -1.04194731e-02 -1.37718664e-02 -2.85684969e-02
  6.81461068e-03 -1.23936366e-02 -1.13525186e-02 -3.62403784e-03
  2.08436809e-02 -5.61944069e-03 -1.27261132e-02 -7.37085100e-03
  1.19108781e-02  1.06487265e-02  7.62184523e-03 -1.02323322e-02
 -3.75158666e-03 -2.07383651e-03 -1.10559640e-02  9.06279683e-03
  3.73918773e-03  1.80738920e-03 -2.16137543e-02  5.61622810e-03
  7.15933740e-03 -1.27038138e-03  5.10610500e-03 -9.64211579e-03
 -1.85777880e-02  1.35777127e-02  6.34753890e-03  1.91875882e-02
 -2.76721921e-02  2.55368333e-02 -8.24082270e-03  1.49437180e-02
  1.47160804e-02 -2.07857229e-05  2.62084808e-02  9.76825692e-03
  2.57608737e-03  1.28826417e-03 -1.87032633e-02 -2.91810650e-03
 -8.80217645e-03  5.94728207e-03 -1.84403267e-02  2.30497420e-02
 -8.50767829e-03 -4.47263708e-03  1.07025038e-02  1.64505113e-02
  1.60084721e-02  6.78385561e-03  2.97165625e-02  1.10496795e-02
  6.96304813e-03  3.63399438e-03  2.83473879e-02  1.34275695e-02
  1.33802854e-02 -1.97698325e-02 -2.78748409e-03 -5.63142449e-03]",4
Just standing on this beach is unreal.,"[('Just', 'RB'), ('standing', 'VBG'), ('on', 'IN'), ('this', 'DT'), ('beach', 'NN'), ('is', 'VBZ'), ('unreal.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[-8.5133156e-03  1.7492091e-02  6.7121116e-03  2.9890504e-04
  1.2523202e-02 -2.7922440e-02  1.2491065e-02  3.1573988e-02
 -1.0759111e-02 -1.0028080e-02 -5.3149578e-03 -2.3898760e-02
 -3.4655610e-03  4.3864781e-03  8.4753307e-03 -1.2037079e-02
  3.1643657e-03 -1.1452004e-02 -2.8839090e-03 -2.7094116e-02
  8.5830102e-03  1.1989035e-02  1.1241047e-02 -8.9275697e-03
 -1.3252707e-03  5.2011162e-03 -9.2811603e-03 -5.0673843e-03
 -1.9089257e-02 -4.6157706e-04  2.1269867e-02 -2.3576580e-03
  3.3925627e-03 -1.5422313e-02 -9.3555739e-03  1.4306532e-02
  6.2299632e-03 -5.9314403e-03 -7.9141203e-03 -1.7277198e-02
  2.9179293e-03 -9.5712105e-03 -8.5412441e-03  4.3844339e-04
  1.6367218e-02 -3.0847453e-03 -1.0350989e-02 -4.3795295e-03
  7.2571151e-03  9.9022519e-03  9.9087106e-03 -1.0871552e-02
 -2.0625351e-03 -4.3993839e-03 -1.3142538e-02  7.6682232e-03
  3.2109381e-03  4.6025412e-03 -1.1970757e-02  4.4355732e-03
  1.8358717e-03 -5.9533690e-04  1.1869697e-02 -2.9087167e-03
 -1.2993257e-02  1.4507708e-02  9.1514755e-03  1.4367486e-02
 -2.2104075e-02  1.7609088e-02 -1.0974923e-02  9.9523757e-03
  1.6824361e-02 -3.1344575e-06  1.8318281e-02  1.0216484e-02
  3.6825684e-03 -3.3779468e-03 -1.5061113e-02 -2.6171927e-03
 -1.4113972e-02  5.9923464e-03 -1.6390504e-02  1.9463299e-02
 -3.1550212e-03 -3.2900886e-03  1.5001730e-02  1.2734716e-02
  1.2387744e-02  4.7053653e-03  2.3575136e-02  1.0179281e-02
  8.8021457e-03  2.8876155e-03  2.7453247e-02  9.0733375e-03
  1.8048393e-02 -1.4751853e-02 -4.1389387e-04 -2.4727618e-03]",7
I have to keep pinching myself and reminding myself where I am.,"[('I', 'PRP'), ('have', 'VB'), ('to', 'TO'), ('keep', 'VB'), ('pinching', 'VBG'), ('myself', 'PRP'), ('and', 'CC'), ('reminding', 'VBG'), ('myself', 'PRP'), ('where', 'WRB'), ('I', 'PRP'), ('am.', 'VBP')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[-1.23959333e-02  2.34623607e-02  7.64853507e-03  5.64959657e-04
  1.14237890e-02 -4.15534489e-02  1.60858426e-02  4.75296974e-02
 -1.70986038e-02 -1.47690894e-02 -5.37289819e-03 -3.25814225e-02
 -5.99575229e-03  1.40275620e-02  6.89634262e-03 -1.33779608e-02
  8.98273941e-03 -1.39279068e-02 -6.02605799e-03 -4.25012708e-02
  1.46128535e-02  1.38419392e-02  1.34926671e-02 -1.06878718e-02
 -3.92425572e-05  5.47585310e-03 -1.22208176e-02 -5.34624606e-03
 -3.04048043e-02  4.94518550e-03  3.32331136e-02  5.05323522e-04
  2.00997246e-03 -2.58591045e-02 -1.23983705e-02  2.31581759e-02
  1.87844504e-02 -1.09395236e-02 -1.29282502e-02 -2.96606068e-02
  7.62069738e-03 -1.62922498e-02 -1.62676275e-02 -5.85004978e-04
  2.74503846e-02 -3.64386314e-03 -1.63678471e-02 -6.34067692e-03
  1.81048959e-02  1.31753804e-02  1.13805318e-02 -1.35786431e-02
 -2.53354828e-03 -3.81734292e-03 -1.89327113e-02  1.09851127e-02
  5.03323833e-03  3.56697687e-03 -2.19105352e-02  6.03070622e-03
  4.05418174e-03 -2.05969182e-03  7.80883431e-03 -9.94663592e-03
 -2.21513361e-02  1.97574850e-02  1.20869251e-02  2.22062375e-02
 -2.86337808e-02  2.85852049e-02 -2.06084978e-02  1.49358818e-02
  2.15441585e-02 -2.17682755e-04  3.41374464e-02  1.32906511e-02
 -4.31354361e-04 -2.22460693e-03 -1.49741108e-02 -3.49179283e-03
 -1.88445821e-02  1.91671366e-03 -2.06111092e-02  2.99593806e-02
 -8.58401135e-03 -8.86489917e-03  1.22347577e-02  1.62343681e-02
  1.69577282e-02  4.47446434e-03  3.25019732e-02  1.24210464e-02
  6.56426745e-03  1.58810907e-03  3.82641070e-02  1.60558838e-02
  1.67077687e-02 -2.16969606e-02 -4.22540912e-03 -2.13696552e-03]",12
It's just like an absolute dream to me.,"[(""It's"", 'PRP'), ('just', 'RB'), ('like', 'IN'), ('an', 'DT'), ('absolute', 'NN'), ('dream', 'NN'), ('to', 'TO'), ('me.', 'PRP')]",[0. 0. 0. ... 0. 0. 0.],0.5423,"[-1.23212822e-02  2.12332383e-02  6.04716316e-03 -4.01705457e-03
  9.41569265e-03 -3.78653072e-02  1.26579022e-02  4.47934344e-02
 -1.83570720e-02 -1.83732305e-02 -4.75885440e-03 -2.73764543e-02
 -3.80506879e-03  8.57237354e-03  1.26915351e-02 -1.20276269e-02
  7.69597432e-03 -1.55754331e-02 -5.06733591e-03 -3.90945189e-02
  9.36109759e-03  1.19245229e-02  1.53317945e-02 -1.52421454e-02
 -3.05675599e-03  5.08723082e-03 -1.17980279e-02 -8.73983838e-03
 -2.40630377e-02  3.81690357e-03  2.90733352e-02  8.34976847e-04
  3.31401417e-04 -2.38349140e-02 -8.97629838e-03  2.02674475e-02
  1.38403121e-02 -8.19963962e-03 -1.25531070e-02 -2.74155680e-02
  7.97932874e-03 -1.30013926e-02 -1.25489961e-02 -4.60653740e-04
  2.52271164e-02 -5.45578729e-03 -1.59670170e-02 -6.69147307e-03
  1.19106565e-02  9.80582926e-03  1.11285830e-02 -1.20980209e-02
  6.16858248e-04  1.72393047e-04 -1.59364492e-02  1.25586046e-02
  5.70150325e-03  7.70383654e-03 -1.66553184e-02  8.33159871e-03
  2.12037959e-03  2.58573866e-03  9.33332369e-03 -6.41470309e-03
 -2.01422349e-02  2.10349318e-02  9.53412987e-03  1.64219327e-02
 -2.40452792e-02  2.55065244e-02 -1.75142754e-02  1.57355405e-02
  1.83705427e-02  4.25006729e-05  2.55610086e-02  1.13685690e-02
  1.12730719e-04 -2.90252734e-03 -1.45814996e-02  1.98329519e-03
 -1.69905517e-02  4.37055063e-03 -1.69143770e-02  2.98689809e-02
 -8.17494746e-03 -6.08863542e-03  7.57994456e-03  1.63182858e-02
  1.74570233e-02  6.52859360e-03  2.85814106e-02  1.10465800e-02
  8.59483797e-03  4.72055399e-05  3.26695293e-02  1.58212204e-02
  2.05999129e-02 -1.99597701e-02 -5.95194008e-03 -3.09879542e-04]",8
Welcome to Nicaragua and New Zealand's first ever Survivor.,"[('Welcome', 'VB'), ('to', 'TO'), ('Nicaragua', 'NN'), ('and', 'CC'), ('New', 'NNP'), (""Zealand's"", 'NNP'), ('first', 'RB'), ('ever', 'RB'), ('Survivor.', 'NN')]",[0.         0.         0.         ... 0.         0.36855357 0.        ],0.6705,"[-0.01005223  0.01868368  0.00130541  0.0023953   0.0108382  -0.0284986
  0.00940015  0.03795384 -0.01406732 -0.00696646 -0.00780613 -0.02822711
 -0.00325939  0.01071832  0.01080018 -0.01101087  0.00439775 -0.0109629
 -0.00172804 -0.03326023  0.01232805  0.01189884  0.01158624 -0.01108385
 -0.00358871  0.00316441 -0.00715054 -0.00685209 -0.02546426  0.00346772
  0.02562905  0.00016369  0.00036455 -0.01936927 -0.00732695  0.01565235
  0.00918963 -0.00859216 -0.00916408 -0.02212967  0.00834506 -0.01457156
 -0.00979475  0.00151269  0.022064   -0.00474001 -0.01376995 -0.00222578
  0.0114365   0.00650093  0.01011697 -0.01053367  0.00210754 -0.00221311
 -0.01215299  0.01167214  0.00234517  0.00232999 -0.016485    0.00598331
  0.0061852   0.0013079   0.00592503 -0.00775632 -0.0125042   0.01379367
  0.01232538  0.01761221 -0.02269464  0.01926098 -0.01418194  0.01098159
  0.01700271  0.00409745  0.01995659  0.01316623 -0.00462486 -0.00184344
 -0.01220923 -0.00194545 -0.01345618  0.00184555 -0.01236908  0.02403941
 -0.00659251 -0.00849814  0.01267774  0.01148311  0.0131755   0.00169706
  0.02555603  0.01189272  0.00324357  0.0002128   0.0304387   0.00994503
  0.01706267 -0.01520679 -0.00556019 -0.00151256]",9
