original,french,back_to_english
"I said, if and maybe and succeed, I said, yes.","je m ' en dit , , , , , , , tu es ' es pas , .","i beg you , , said laurent , i have not to to to you ."
"I did not put my hand up and say,","je ne m ' as pas , je ne ' ai pas , je me ' et je me ' .","i could not t , i i , i i ."
"boom, I'm the villain.","j ' ai été , ' un , ' un .",i have a a .
How much strategy has been going on in this tribe?,"que ' est que , ' est-ce que tu as ?",what is it matter ?
Lee?,un jour ?,one day ?
There's definitely been some discussions going around camp.,"il y a des de de ' , de la , , ' un de de .","there are a a of , , the the ."
"Just going to wait and see what transpires from all the discussions,","et , pour que la ' , de la , , et de ' , , et de ' .","and , and , and the , and and the ."
"I guess, that went on today.","je suis bien , , je ' ai ' , , ' ' , , ' un coup… de ' .","i am a , , i i , ."
Does it feel like there have been some alliances formed?,"elle est ' , , , , , , , , , , , , , , , , .","she is , , , , , , , , , , , , , , , ."
"Oh, to some degree there might, but not obvious if there is.","oh ! si ' il ne ' pas , , , , , , , , , , , , et qu ' il ne ' pas .","but i not , , he , , , , , , , , , , , he would not have a . ."
Is it obvious to anyone else?,"pourquoi cela est ' ' ' , , , , ' ' , ,","why , it was not , , , and"
Dee?,un jour de,a day night .
It's day one.,"c ' est une ' , , ' un jour , et ' .","it was a a , and a ."
You don't know **** on day one.,"tu ne sais pas , , ' ' , , ' ' , .","you know not , , , , ."
You made your intentions very clear right from the start.,"tu as ' as , de , , de la , de la ' , de la .","you see , , the the , the the of the . ."
How safe are you feeling?,comment veux-tu faire ?,how do you want to ?
I would hope that I don't have anything to worry about.,"je ne ' ai pas , , ' ' , , ' ' , , ' ' , je ne ' ai pas .","i don not t , , i i , i , i ."
Doesn't mean that I'm not sitting here feeling my heart throbbing.,"je ne ' ai pas , , ' ai pas , , ' un , ' ' , je ne ' pas pas .","i don not t , , i , i i not to . ."
"Michael, have you seen much game playing?","est-ce que tu as ' as , , , , ' ' ?","you you are , ? ?"
"Yeah, there's been a bit.","un jour , il ' ' ' ' , , ' un .","one day , he ."
"Just been going around while they're working, talking to each other.","ils en ont de ' ils , ils , , , , , , ils se ' , , ils se ' .","they they they they they , they they , they they , to to their ."
"So, yeah.","et , ' elle ne ' ' pas .",and she not . .
"Okay, it is time to vote.","elle est , , ' il y a des choses .","it is s , , that is the . ."
"Dee, you're up first.","vous avez , , ' un , ' un , ' un .","you may be a , a a . ."
"Dee, you're an awesome girl, but this is a tribe of heroes and you're a villain.","tu es un , tu es , , tu es ' es un , tu es ' as , , , ' un ton de .","you know a , , you are a , , you are a , you are a a . you are . you ."
I'll go tally the votes.,"je me suis , , ' un de ' un .",i felt a a .
"Once the votes are read, the decision is final.","un jour , ' est , , ' un , de , , et de ' .","one day , , and a a , and a ."
The person voted out will be asked to leave the Tribal Council area immediately.,"la ' s ' était de à la , de la , , de la , , de la ' de la .","the the of the , , the the , the the the the the ."
I'll read the votes.,"je me suis , de la ' .",i am to to the . .
First vote.,"un peu de ' , .",a little .
Dee.,"mme raquin , ' ' .",madame raquin .
Second vote.,les deux meurtriers .,the two murderers .
Dee.,"mme raquin , ' ' .",madame raquin .
Third vote.,les autres .,the other .
Dee again.,un jour de,a day night .
Barb.,"mme raquin , ' ' .",madame raquin .
"Three votes, Dee.","trois jours , , , , , , , , et les .","three days , and the , , and the , and the ."
"One vote, Barb.","un peu , , , , , , et les .","a little , , , and , and the ."
Dee.,"mme raquin , ' ' .",madame raquin .
"Four votes, Dee.","ils se trouvaient dans la salle à manger , et , , , et de .","they were the the and , and the , and and the ."
"One vote, Barb.","un peu , , , , , , et les .","a little , , , and , and the ."
First person voted out of the Vimosa Tribe.,"un jour de ' , , ' elle se ' de ' à la ' .",one day she was to .
"Dee, you need to bring me your torch.","vous , , , je m ' as dans le ' de tes enfants .","you , you , you are me to to you ."
"Dee, the tribe has spoken.","la pensée de la ' , de la , , de la .","the the of the , , the the ."
It's time for you to go.,"c ' est toi qui vous ' , , ' elle nous , .","it ' s you , she she , to the . ."
Day one of Survivor New Zealand and already a massive blindside.,"un jour , et , ' , , ' un , de la , , , la nuit .","one day , the , and the , and the the , and a a ."
I did not see that one coming.,"je ne ' ai pas , ' ' de la ' , de la ' .",i don ' t know the the of the .
"Michael, here's some flint for your fire.","votre tante est de , de la , de la , de la .","your aunt is the , the the , the the , the the ."
Head back to camp.,et la femme de la .,and the woman of the .
"I'm feeling f***ed, full stop.","je suis ai de la , , , , , , , , .","i am the , , , , , , , , the the ."
I was the first person voted out of Vimosa Tribe.,j ' ai eu la ' de de ' elle se ' de ' à la ' de la ' .,i had to to the the of the . .
"Was associated with being a villain and I'm not one of the older, mature, mumsy-dadsy type.","il y avait une une de , , et , , , , , , , , , , , , et je ' ' , et je .","i was a a , and and , and , , and , , and , , and , , and a ."
"And I'm also not one of the young, beautiful types either.","et je n ' ai pas eu un moyen de ' , , , , , , , , , .","i could not t a a , , and , , , , , and a ."
I'm me.,je m ' ai conté .,i have to . .
I'm Deanna.,je m ' en tirerai .,i am .
I felt sick.,je me sentais de ' .,i have to to . .
I felt so sick just from nerves that whole time.,"je me sentais de ' ' ' ' , , ' ' , , ' ' ' ' ' un de de la .","i was a , , and a . ."
And it's going to feel like that every single time.,"et c ' est que ' ' ' ' , , ' ' , , ' un de ' ' un de ' .","it was a a , , a a . ."
Yeah.,"mme raquin , ' ' .",madame raquin .
Ready?,"mme raquin ,","madame raquin , and"
Yeah.,"mme raquin , ' ' .",madame raquin .
Did it burn through a bit?,"elle est un de de ' , , ' un de ' un de de .","it is a a , a a , , a a ."
"Okay, ready?",mme de chevreuse ?,madame raquin ?
Ready?,"mme raquin ,","madame raquin , and"
Yeah.,"mme raquin , ' ' .",madame raquin .
There you go.,"et , ' ai , , ' .","and , , he ."
Oh my god.,oh ! mon dieu !,oh ! my god !
Come on.,"elle , ' de la .",she she .
"She's a wire, it's a wire, it's a wire, it's a wire.","elle eut un ' un , il se ' , , , , , , , , , , , , , .","she had a a , , and , , and a , , and , , and a ."
"Coming back to camp after tribal, the priority was to get a fire going, lift morale a bit","chaque fois , la , , , , , , , , , , , , , , , , , la ' de la .","all , , , , , , , , , , , , , , , , , , , the the of the ."
"and also provide a valuable source of light. Everyone's down, by what happened you know,","et , un peu de , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , .","and , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"
you never would have seen it coming. She didn't do anything wrong.,"tu n ' as pas peur , ne pas pas pas la moindre de de ses yeux , et qu ' elle ne ' pas .","you don not t , , she , not to to , , and , , and not to to ."
I definitely did not want to go against someone that I was actually pretty good friends with.,"je ne ' ai pas besoin de ' ' , , , ' ' , , ' ' , , ' ' , , ' ' .","i don not t , , , , , , ."
"I guess the thought of having gone against that, yeah I mean, it's not a good feeling.","je ' ' ai , , , , , , ' il , ' ' , , , ' il , ' ' , , ' ' , , ' ' .","i have , , , he , , , , , , , , and ."
"I'm good at cooking, right?","j ' ai eu tort de ' , , , , , , .","i have been to , , , , , , ."
Just let us know if you want to swipe.,"si tu te ' as , , , ' il , ' ' , , ' ' .","if you have , , , you are , ."
I could try.,je ne ' pas .,i do not .
"After our first night in the jungle, I have not slept at all. I'm a little bit concerned","après tout , j ' ai été , j ' ai été , je ' ai , je ' ' ai ' ai , je me ' ' ' .","after , i i , i i , i i i i i ."
"a little bit small, so hoping we can expand on that today.","un jour , , , , , , , , , , , ' ' , ,","a day , , , , , , , , , , , , , and"
"I think if you just lay them so the spine goes on top of the poles, that should make","je sais bien que ' un , , , , , , , , , , , , , , , , , et de .","i know that , a , , , , , , , , , , , , , , , , and a ."
"the numbers, you know.","le vieux michaud , tu as ' as pas , .","the old lady , you you are to to the ."
I don't think we've got room for seven that way. One's going to have to lie horizontal.,"je ne ' pas , , nous ne pouvons plus que nous , , nous , , nous , , nous , , nous .","i don ' t want to , , we , we , we , we , we , we , we shall have to ."
What I'm expecting today is that we'll modify our shelter and then we're going to look and,"il faut que nous nous nous , nous , nous , nous , nous , nous , nous , nous nous nous .","we must have to to , and we , we , we , to the . ."
try and put a roof on there. We've got to establish a toilet site and we're going to,"nous sommes bien , nous avons un , , nous , , , nous , , nous , , nous nous .","we must be , , we we , we , we , we , we , we , and we ."
just keep bringing that firewood because that fire is pretty important.,"a ce que ' on est ' , , , , , , , , , ' ' , , ' ' .","that is , , , , , , , , , , ."
It's the best thing we've caught.,"c ' est que nous avons fait , ' un , nous nous , , nous .","it would be necessary to , , and we , we we ."
"I'm pretty sure that's like straight up rotten, eh?","je ' ' as pas , , , , , , , , , , , ' un de ' .","i was not , , , , , , , , , , ."
You don't want to eat it?,"mais ne ne pas pas pas , , , , , ' ' , , ' .","but no not not , , , , without a word ."
"I mean, give it a go, but I just don't. I'm pretty high maintenance, I can't eat disgusting","je ne suis pas , , je ne ' ai pas , , je ' ' ai , je ' ' ai , je suis , , je ' ' ai .","i don ' t know , i i , i i , i i , i i , i i ."
"food. I can do fresh fruit at a push, but definitely not rotten fruit.","je ne suis pas , , , , ' ils , ' ' , , ' un de la , , et de ' .","i don not t , , and , and , , and , and a ."
Can I just pop it and then squeeze the juices out? That's what I'm going to do.,"je ' que je ' ai , , , , , , , ' , , ' ' , , ' ' , tu es ' as pas un de de .","i have , i , i , , , , , , , , , , ."
"We still don't know if it's a fruit or a vegetable, or if it's a gourd.","nous ne pouvons pas , , , , , , , , , , , , , , , , , , ' .","we don ' t be , , , , , , , , , , , , , , , , , ."
Or if it's a dead something.,"mais il y a une chose , ' un de ' , , ' ' .","but there was a a , a moment ."
It's like a massive big fish.,c ' est une ' une sorte de ' un de ' un de ' un .,a a of a a a a a a . .
Diarrhoea or something.,"un jour , pour ne pas laisser aller .","one day , the , , , , , without a ."
"Well, that's all good.",eh bien ! il est vrai que je ' ' ai ' .,"well , i ' ll do nothing ."
Could be worse.,elle ne pouvait plus plus .,no longer dared to
Yeah.,"mme raquin , ' ' .",madame raquin .
Delicious.,"mais , ' ' ' .",but listen .
"Easily entertained, eh?","mot-là , tu as ?",do you think ?
But I need it.,"mais je ne ' ai ' ai pas , , ' elle .","but i ' not t , she ."
It was weird. It tasted nice to begin with and then all of a sudden it just tasted like,"c ' était une sorte de , , , , , , , , , , , , , , , ' un .","it was a a , , , , , , , , , , , , a a ."
rot. I don't know why I kept going. It was day two and already I'm that desperate that,"je ne ' ai pas , je ne ' ai pas , je , je , je , je , je ' ai ' ai ' ai , je me ' , je me ' .","i could not , i i , i i , i , i i , i i i i ."
I'm eating this disgusting rotten fruit.,"je suis ai , de la ' , de la ' , de la .","i am the the , the the , the the ."
It's like you're eating out of a dead body.,c ' est une ' un de ' un de ' un de ' un de ' un .,a a a a a a a a a . .
"What a bloody animal, eh?","quelle idée , que tu as ' as , , , , , , , , , , , , .","what ! you , , , , , , , , , , , , , , ."
I'm basically just hoping I don't get incredibly sick at this point.,"je suis bien que je ' ' ai pas , , ' il ne ' pas pas , je ne ' ai pas .","i have i i i , , i , i i not to to . ."
"Hey, Izzy.",et elle se ' de la .,and she went to the . .
How are you feeling?,que vous ' ?,what do you mean ?
Better.,mon esprit .,.
"Oh, really?","oh ! tu as ' as , , , , et que tu es ' as .","you , you , , , you , you you ."
She was throwing up last night. We just need to keep her hydrated.,"elle fut décidé à la ' , elle se ' à la ' , , ' elle se ' à la ' .","she was to to , and she , and the her ."
"Could be a stomach bug, lack of sleep.","il ' était une de de , , , , , , de la , de la .","it was a a , , and the , , the the of the ."
"She's a pretty girl, but right now she looks like crap.","elle était redevenue , elle elle , elle , elle , elle , ' , , ' elle , ' ' , , et qu ' il y avait une sorte de ' .","she was she , she she , she she , she she , she she , and she her ."
Would you want to go home or do you not want to?,"je ne ' pas pas , , , ' ' , , ' , tu ne ' as pas ?","i don not t , , , , , you not not a word ."
"I would want to stay, but I feel like it's almost not up to me.","je ne ' ai pas , , je ne ' ai pas , , je ' ' ai ' ai , je me ' .","i have not , i i , i i , i i ."
My body is telling me.,mon mari me fait de ' un de la .,my heart beat to the . .
So you don't think you're up to it?,"tu ne sais pas , tu n ' as pas pas , de la ' , tu es ' as pas un sou… .","you don not t you , you you not not to you you you are not a . ."
I think my body is telling me I'm not up to it.,"je ' ai ' ai , je suis , , je ne ' ai pas , je me ' .","i have , i i , i i i , i i ."
"Of course I don't want Izzy to go home. She's family, you know.","je ne sais pas , je ' ai , , , , je ne ' ai pas , , , ' , je te ' , tu es ' .","i don ' t know , i , i , you you , you you are not , i am not . you ."
"She's part of our team and we stick together and that's who we are, you know.","nous sommes un ' un de nous , et nous , , nous , , nous , nous , nous , nous nous .","we have a a , , and we , and we , and we , and we , we , we , we were to ."
We all got up during the night to go check on her and take turns sitting by her side,"nous étions tous deux , , , , , , , , , , , , , et il se mit à la .","for two hours , and , , and , and , and , and , , and , and and and ."
because that's what family does for one another.,"quelle est est bien que ' on ne ' ' ' ' ' ' ' ' , , ' un de de .","a man is a a , , and ."
The best thing we can do is just keep giving our neck out,"c ' est que nous ' ' , , , nous , , nous , , nous , nous nous .","it was be , , we we , we , we , we , we , we , we were to ."
and have someone give a little bit of encouragement.,"et une femme de , , ' un de de ' , de la .","and a a , , a a , , and a a ."
"That's a hard one, eh?","c ' est une ' ' un , tu as ' as pas , , tu es malin… .","you are a , , , he , you you are . you ."
It really sucks.,c ' est bien que ' elle ne ' pas .,it ' s not . .
"And it's hard because when you're in the throes of a sickness,","et c ' est une ' un homme , ' un homme , ' un homme , ' un , ' un .","and a a a a , , a a a a a a a a . ."
you can't remember what it's like to be well.,"tu ne sais pas , , ' ' , , , ' ' , , , .","you know not , , , , , , , ."
"Yeah, true.","elle , , , , ' elle .","she she herself , and she ."
It's hard to trust your mental space when you're feeling that rough.,"il est ' ' est que tu es ' as , , , ' un de , , , , tu es ' as pas .","you are right , he , , , , , , , you are . ."
I'm sure a huge part of her just wants to call it quits and go home.,"je suis un ' un de , , et il , ' ' , , ' il , ' ' , et il .","i am a a , and , and he , and a a ."
I know that she really wants to play this game as well,"je sais bien que ' elle est , , elle ' ' , , ' ' , , ' ' .","she was the , , she would have to to ."
and it would have to take a lot for her to throw in the towel.,"et il ' ' ' ' ' de la , de la ' , de la ' , de la .","and she , the the of the . ."
"We really voted us the wrong person, didn't we?","nous sommes , , , , , , , , , , , nous ne pas pas pas ?","we are , , we are , , we have not , , we have not to to ."
"If you want to win in Survivor, you have to take the knocks along the way.","si tu nous ' as , , , , , , , , , , de nous , .","if you like , , , we , we , we , we , we , to the . ."
Isabelle would probably be looked upon now as the weak link.,"on eût dit que ' ' ' , , , , , , , , de la ' de la .","it was necessary , , and , , , , and the ."
Anything could happen in half an hour from now.,"il était ' , , ' un jour , la nuit ,","it was a , , and the"
We could have a challenge on and she can't even stand up.,"nous avons bien voulu , , , , , ' , , , ' .","we have , , , , , , , , , ."
And I know that I did make the wrong decision.,"je puis je me ' ai ' ai ' ai ' un jour ,",i have a a .
It should have been Izzy that should have gone home.,il aurait pu l ' avouer que la ' de la ' .,it was necessary that the the of the the .
Subtitling made possible by Acorn Media,"mme raquin était ' , de la , , de la ' .","madame raquin , the the , the the ."
Remo!,"un jour ,",a day night .
"Oh, crap.","et , ' elle se ' dans la chambre .",and she went to the the .
Challenge invite.,il aurait fallu avoir des envies de,it would be to to the the of the
"As you've noticed by now, this game is full of surprises","comme si tu es un , , , , , , , , , , , , , .","if you have , , , , , , , , , , , , , , ."
"and like a song or a hymn, expect some reprises.","et une femme de , , , , , , , , , , , , , de la .","and a a , , , , , , , , , , , , , and a ."
But what lies ahead now is not a verse or passage repeated.,"mais ce qui ne ' pas pas , , ' , , ' un de ' , , ' un de ' .","but this not , , , , , , , ."
It's an opportunity to reinstate what once was deleted.,"c ' est une ' , , ' ' , , , ' ' , , .","it is a , , , he , ."
What?,quelle folie ?,what a nice ?
We'll probably have like a little bite to eat soon.,"nous sommes un ' un de ' , , ' un de ' , ,","a moment , a a , , a a a"
Shelter's looking awesome.,l ' eau .,.
"I think tonight we'll eat something, we'll sleep well.","nous nous ' avons , , , nous , nous , , nous , nous , nous .","we , we , we , we , we , we , we , we , we , we , we , we , we , we , to the . ."
I think we'll all kind of really bounce back.,"je dois avouer que nous ' ' , , ' nous , , nous .","i must confess that we were , to to ."
"Yeah, so Izzy's feeling a little bit better.","mme raquin , ' , , , , , , ' elle , ' ' ' ' .","madame raquin , she , , she , to see her ."
"She said to me, even if she pulls through,","elle se disait qu ' elle se disait , elle elle elle , ' elle se ' , et ' elle , ' .","she she to herself , she she , she she , she she to herself , she she to her ."
"if it comes to us losing a challenge in Tribal,","si nous ' ' , , ' il , ' ' , , ' il se ' de","if he would , to be , he would have to to ."
then she'll talk to us about voting her out so she can go home.,"elle ne ' pas pas elle ne ' ' pas pas elle me ' , et je me ' et je .","she did not wish to see , , and i , without knowing . ."
"What will happen in the challenge, who knows?","que quoi bon ? , , , , , , , , , de la ' .","what , what , , , , , , , , , , , , and"
"After day one, anything can happen.","après un jour , et , , ' ' , , , ' ' .","after a , , and laurent , and a ."
"Forget about last night, forget about yesterday.","j ' ai eu tort de ' , , , ' elle se ' , ' ' , , ' .","i have been to , , she , to see , ."
We go in there today and all we want to do is obliterate the opposition.,"nous sommes tous mortels , ' , , , , , nous , , nous , nous .","we must have , , we , we , we , we , we are ."
"Morning, guys.","elle était là , et qu ' elle se ' .","she was she , she she and she ."
"Take a seat over there, guys.","un ' un , , , , , , , et de .","a , , , , and , and a ."
Both teams getting a look at the new tribes.,"ils se trouvaient à ' un de de , , , de la ' , de la ' .","they then remembered the the of of the , , and the ."
Hannah and Dee voted out at last night's Tribal Councils.,"mme raquin et laurent se hâta de se coucher , elle se mit à à la ' .","madame raquin and laurent , and , , and she her , and the ."
"I can do this one, mate.","je ' ai ' , , , , , ' ' , , .","i have , , , , , ."
You've got to be good at tying tight knots.,"il est ' ' est pas ' un de de ' , de ' un .",it is a a a a . .
"And come on in, guys.","et et , , , , , , .","and , , , and ."
I feel like absolute s*** when I see Hannah walk out.,"je ' ai ai ' , , , , , , , , , je me ' .","i have , , i i , , i i , to ."
I don't know what to do.,"je ne sais pas ' ai pas , , ' ' , , , , .","i don ' t know , , i , , i , ."
I don't know what to do.,"je ne sais pas ' ai pas , , ' ' , , , , .","i don ' t know , , i , , i , ."
I don't know what to do.,"je ne sais pas ' ai pas , , ' ' , , , , .","i don ' t know , , i , , i , ."
I don't know what to do.,"je ne sais pas ' ai pas , , ' ' , , , , .","i don ' t know , , i , , i , ."
I feel like absolute s*** when I see Hannah walk out.,"je ' ai ai ' , , , , , , , , , je me ' .","i have , , i i , , i i , to ."
"I look her straight in the eye, but obviously people are very embarrassed.","je ' ai lu , ' ' , , ' un , , ' un , , ' un , , ' un , , ' un .","i have a a , , and a a , , a a a . ."
Here's a lovely girl you blindsided last night.,"un jour de , , , , , , , , ' un .","one day , , , , , a a ."
They look really angry.,"ils se disaient , ' un , , , .","they were a , , and , and a ."
And they should.,et ils se ' .,and they .
"I mean, I'd be just as angry if I was voted off","je suis , , j ' ai eu un ' un , ' un , , je ' ' ai ' un , ' un .","i am a , , and i , a a a a ."
and had to walk in and see my tribe again.,"et il me ' ' , et je ne ' ai pas , je me ' .","and i , i i i , i i ."
Welcome to Redemption Island.,"pour voir la ' , de la ' ,",to the the the the
"Oh, God.","oh ! mon dieu , c ' est que ' elle est à .","oh ! she is , , she would have to her ."
Some of you might have caught on yesterday,"un jour , ' ' , , ' un de ' , .","one day , a a . ."
when I said Hannah and Dee's time in the tribe was up.,"quand ' étais à , , , , , , , , , , , , , , , .","when , , , , , , , , , , , , , , , , , ."
But I didn't say they were out of this game.,"mais je ne ' pas pas , , ' ' , , , ' ils , ' ' , , et ils , ' .","but i not not , and they , and they , and not to . ."
Redemption Island offers an opportunity,"un ' de , , ' ' ' ' de la .",. .
to duel your way back into this competition.,"pour aller faire des choses de la , , de la .","to to the the of the the , , the ."
Tribe members voted out come here to Redemption Island,"thérèse , qui nous ' , , , , , , , ,","therese , who had , , , , , , and"
to live with whoever's waiting for them,"pour faire des raisons de la , , de la , .","to go to the the , , the the , , and the ."
"No one saw it coming at all, which definitely doesn't say much","on ne pouvait pas pas , , , , , , , , , , , ne pas pas pas la moindre de de la .","no one could not , , , and , , , , , , , , , , , and not to to the ."
for the brain capacity of the people around this tribe.,"pour la ' de la , , de la , , de la , de la .","to the the , the the , the the , the the ."
"Lose the duel, and you are gone for good.","si vous ' est , et je ' ai , , tu es ' as et je te ' .","if you were , , she said , i you you ."
"Win, and you live to fight another duel.","tu , et , , , tu es ' as pour toi .","you , , , , you are , and you ."
"Survive an isolated life on the island,","l ' idée de ' un , de , , et de ' , , , et de ' ' .","the idea of a , , and , and , and and ."
"survive your duels,","votre tante , ' , , ' un .","your friend , , ."
and eventually one of you will get an opportunity,"et un peu de , , ' un , , ' un de , , .","and a a , , a , , a a ."
to re-enter this game.,"pour que l ' on de la ' , de la .",to the the the . .
"and another shot at the $100,000.","et , après avoir lu , la , , , , , , , , , , , , , .","and , , , , , , , , , , , , , , , , , and the ."
"Redemption Island, for me, it's incredible.","un jour , je ' ai ' ai ' un , , ' un , ' un .","one day , i was a a a . ."
"It gives you another shot, you know,","tu es ' as , , tu es , , tu es un .","you are , , you are , you are , you are you ."
the chance to be able to actually earn your right back into the game.,"le meurtrier de de la ' , de la , de la , , de la , de la .","the the of the the , the the , the the the the the ."
"So, Shayna, how are you feeling after voting Hannah out last night?","maintenant , tu es ' , , , , , , , , ' un de ' , , ' un de ' un de la .","now , , , , , , , , a a , , a a a a ."
I think we'd be a lot better off if we got her back.,"nous sommes bien , nous , nous , , nous , nous , nous , , nous .","we , we must be , , we , we , we , we , we , we , we , we ."
"Whether she's keen to come back or not,","elle ' est pas , elle ne ' pas pas la vie de",she would not have to to to her .
"If we have the opportunity, we'll take it. Happy.","si nous sommes , nous , nous , , nous , , nous , nous .","if we were we , we , we , we , we , we , we ."
Words don't always mean everything.,"on ne ' pas pas pas , , ' ' , , , .","no one could not , , and ."
"Hannah, who do you think was behind your axing at Tribal Council?","est-ce que ' est que tu as ? … la pauvre diable , tu as ' as à la de .","you you that you are , , , you are the to to the ."
No comment.,"jamais , ' on ne ' ' a la ' .",never would never have .
"Dee, what's it like walking into this arena","ce soir , , ' est une chose de ' , , ' un de ' un .","this is a , , a a a a . ."
and facing everyone who voted you out last night?,"et , ' de la , , , , , , , , , , , ,","and , , , , , , , , , , , and the ."
I think it's probably just as scary for them to face us,"je ' ' ai qu ' elle est à , , ' ' , , ' un de de , ,","i have to a , , , , , , , ,"
as it is for us to face them.,et il faut que nous ne pouvons pas la de de la .,and we must have to to to the the .
"Well, your duel is about to start,","je ' est votre ' , tu as ' as , , , , ' , , ' .","you , , , , , , you are . ."
and something tells me this challenge is going to be a cracker.,"et c ' est que ' ' ' ' , , ' un de ' , , ' ' , , ' ' .","i was a , , , ."
"For today's duel, you're going to use ropes and sticks to make a long pole.","maintenant , tu as , , , , , , , , , , , , , , , , .","now , , , , , , , , , , , , , , , , , ."
You're going to use that pole to retrieve three keys.,"tu es ' as ' as , , , , , , ' un de ' ' .","you are , , , , , ."
Those three keys open three locks.,"trois heures , , , , , ' il ne ' ' ' pas .","three times , , , , i was not ."
The first person through the door stays alive in this game.,"la première fois que les meurtriers se débattaient , les ' , , , , , , , les yeux de la .","the two murderers of the the , , the , , and the , , and the the the ."
Survivors ready?,des années ?,part ?
Go!,"et , ,","and , ,"
This challenge is on.,ce qui est ' .,that is s .
"Dee with some interesting strategy,","sa femme , et ' , , ' ' , , , et de ' .","his wife , and , and and and and ."
while Hannah is just going for gold tying knots.,"pendant que jours , ils , ' ' , , ' un de ' un de ' , , ' un de de .","for a , , , , , a a , and a ."
A lot of strategy involved in this challenge.,"un mois de , , ' il y avait une sorte de ' .","a moment , a , , and a ."
Hannah thinks her pole is long enough to get that first key.,"mme raquin est ' , , ' ' , , , ' ' , , ' ' .","madame raquin , i was a , , she replied ."
"Yep, yep, yep. Perfect, perfect.","mme raquin , ' , , et , , , ' elle , ' ' , et de ' .","madame raquin , and , and , , and , and and ."
"Nice, Hannah. Good lead, good lead.","je , , , , , , , , , , , , , , .","i , , , , , , , , , , , , , ."
Hannah secures her first key before Dee even has a knot tied.,"thérèse était ' de la , , , , , , , , , , , , .","the , , , , , , , , , , , , , and the ."
Dee making one long pole.,"une sorte de ' , ,",a moment of
"If this strategy works, she could get three keys in quick succession.","si ' il était ' , , ' , , , ' un de ces , , ' un , de ' , , ' un de de ' .","if , , , , , , , , , a a , a a ."
But she has to keep moving.,"elle est ' , elle ne ' ' pas pas de .",she would not have to to .
Good.,' est que ' il n ' y a plus .,it is not to to .
Hannah thinks she can get her second key.,elle ' est de ' elle ne ' ' pas pas la moindre de .,she would not have to to to . .
"Yep, yep, yep.","mme raquin , et elle se ' , et elle se ' et de ' .","madame raquin and she and , and and and her ."
Dee falling behind.,les yeux de l ' autre .,the murderers of the .
"Hannah's pole is long enough, but isn't strong enough.","on peut bien que , , , , , , ' , , , ' ' .","it is be , , , , , , , , ."
"Hannah with her second key, working on her third key.","mme raquin , de la , , , , , , , , , , , , de la .","madame raquin , who the the , the , , , the , , and the the the ."
"Finally, Dee making an attempt at her first key.","puis , quand elle eut peur de se coucher , elle se ' , ' ' elle se ' à la ' .","then , when she had , she she , she she to her ."
"2-1, and just like that, Dee is back in the game.","un jour , et , , , , , , , ' un de de , , .","one day , , and a , , and a , and a ."
Hannah working on her second lock.,"camille , qui lui ' un de ses , , ' un .","camille , who was a , and , and a ."
"These locks are tricky, but Hannah is making it look easy.","cette est est , , , , , , , , , , , ' un , , et de ' .","this is , , , , , , and , , and the , , and a a ."
"Go, reach those little arms.","je ne , pas , ' un coup de ' , ,",i could not a a word .
All that work and Dee's pole is only long enough to retrieve her first key.,"ce ' est tout ce qu ' il y avait , , ' un , , , , , , , ' ' , .","this is , that it was be , , , , , , , and a ."
Dee has to go back and add more bamboo.,"a chaque jour , et ' , , , et de ' , .","and , , and , and and and laurent ."
"Come on, Hannah, that's it.","mais , , , , , , , , , , , .","but , , , , , , , , , , , ."
Dee going back to try and get her second key.,"son fils , et , ' elle , ' ' elle , ' ' .","she she , she she , and she her ."
Hannah furiously working on her pole.,"la tête de ses doigts , les yeux , les yeux .","the eyes of her eyes , and her eyes fixed on her eyes ."
"She's got it. Dee on her second key, and we're all tied up.","elle est la , et nous , , , , et nous , , et nous , .","she was the , and and and , and and , and and and and ."
Hannah going for her third key.,"mme raquin , à la ' , , ' un de de .","madame raquin , who the the , and the ."
"If Hannah can get this key, she can start working on her final lock.","si ' est ' ' as pas , , , , , , , , , ' elle se ' de ' ' .","if , if she would not , , she would have to to ."
"Remember, this is do or die.","mais , c ' est que ' ' , , , ' un de ' .","but , it was a , , that he ."
Hannah's got her third key.,"le soir , la , , , , de la .","on the evening , the the , the the , the the ."
The knot tying has been good.,"les ' est bien , , ' ' , , .","the truth , he , , and , , and the ."
Dee's got to work hard. She's got to dig it in.,"les invités de ' , , , , , , , , , , , , , ' elle se ' à la ' .","the other , laurent , , , , , , , , , she had to the ."
"Hannah just has to get that third lock undone, but her hands are shaking.","ce qui est ' , , , , , , , , , , , , , , , , .","that is , , , , , , , , , , , , , , ."
Hannah is through the door and lives to fight another day in this competition.,"thérèse et de , , , , , , ' un , ' un , ' ' , ,","and , , , , , , and a a a a ."
"Hannah, Dee, that was a great duel.","mme raquin , ' ' , , , , , , , , , de la .","madame raquin , who was , , , , , , and the ."
Very different approaches.,l ' eau de la .,the water .
"Hannah, congratulations. How are you feeling right now?","est-ce que tu as ' as , , , tu as ' as ? …",you you you you ? ?
