Start Time,End Time,Sentence,Corrected Sentence,Translation,Student_Emotion,Pipeline_Emotion,Core_Pipeline_Emotion,Corrected_Emotion
"00:12:15,000","00:12:19,000",Waarschijnlijk is Guus G. op de vlucht met Tim Verlaan.,Waarschijnlijk is Guus G. op de vlucht met Tim Verlaan.,Guus G. is probably on the run with Tim Verlaan.,Neutral,curiosity,neutral,neutral
"00:12:19,000","00:12:20,000",Guus Gruijthuijsen.,Guus Gruithuizen.,Guus Gruithuizen.,Neutral,neutral,neutral,neutral
"00:12:20,000","00:12:24,000",Goed gewerkt. We krijgen beeld wie nu met wie op de vlucht is.,Goed gewerkt. We krijgen beeld wie nu met wie op de vlucht is.,Good job. We get a picture of who is on the run with whom.,happiness,approval,happiness,happiness
"00:12:24,000","00:12:27,000","Goed ordenen, zodat we een goed overzicht krijgen.","Goed ordenen, zodat we een goed overzicht krijgen.","Organize well, so that we get a good overview.",neutral,desire,happiness,neutral
"00:13:49,000","00:13:51,000",Liefste moeder.,Liefste moeder.,Dearest mother.,happiness,love,happiness,happiness
"00:13:51,000","00:13:53,000",Hier is Basiri.,Hier is Basiri.,Hier is Basiri.,neutral,neutral,neutral,neutral
"00:13:55,000","00:13:57,000","Kom erbij, kom erbij.","Kom erbij, kom erbij.","Come along, come along.",neutral,neutral,neutral,neutral
"00:13:57,000","00:14:00,000",Hallo. Welkom.,Hallo. Welkom.,Hello. Welcome.,neutral,neutral,neutral,neutral
"00:14:00,000","00:14:02,000","Welkom, hallo.","Welkom, hallo.","Welcome, hello.",neutral,neutral,neutral,neutral
"00:14:02,000","00:14:04,000","Ja, dan sta je opeens overgenomen met...","Ja, dan sta je opeens overgenomen met...","Yes, then you suddenly find yourself taken over with...",surprise,surprise,surprise,surprise
"00:14:04,000","00:14:07,000","Doe maar snel, Alice. Hoe gaat het met de spanningen?","Doe maar snel, Alice. Hoe gaat het met de spanningen?","Make it quick, Alice. How are the tensions going?",neutral,curiosity,neutral,neutral
"00:14:07,000","00:14:10,000","Zo net was het allemaal nog wel goed, maar nu wel iets hoger.","Zo net was het allemaal nog wel goed, maar nu wel iets hoger.","Just now it was all still good, but now a little higher.",neutral,nervousness,fear,neutral
"00:14:10,000","00:14:12,000","Mijn spanning is nu wel iets hoger, absoluut.","Mijn spanning is nu wel iets hoger, absoluut.","My tension is a little higher now, definitely.",surprise,nervousness,fear,fear
"00:14:12,000","00:14:14,000",Hoe is de eerste indruk van elkaar?,Hoe is de eerste indruk van elkaar?,What is the first impression of each other?,neutral,curiosity,neutral,neutral
"00:14:14,000","00:14:17,000","Goed, zeker. Het ziet er vriendelijk uit.","Goed, zeker. Het ziet er vriendelijk uit.",Well sure. It looks friendly.,neutral,approval,happiness,neutral
"00:14:18,000","00:14:20,000","Die koffer, hoe belangrijk is die voor jou?","Die koffer, hoe belangrijk is die voor jou?","The suitcase, how important is it to you?",neutral,curiosity,neutral,neutral
"00:14:20,000","00:14:23,000",Best wel heel erg belangrijk. Daar zitten natuurlijk allemaal kleren in.,Best wel heel erg belangrijk. Daar zitten natuurlijk allemaal kleren in.,Quite very important. Of course there are all clothes in there.,neutral,desire,happiness,neutral
"00:14:23,000","00:14:27,000","Alles wat ik nodig heb in het huis, dus...","Alles wat ik nodig heb in het huis, dus...","Everything I need in the house, so...",neutral,desire,happiness,neutral
"00:14:27,000","00:14:30,000","Ik hoop dat ik hem meemag, maar ik twijfel of dat het geval is.","Ik hoop dat ik hem meemag, maar ik twijfel of dat het geval is.","I hope I can take him with me, but I doubt that will be the case.",neutral,disappointment,sadness,sadness
"00:14:30,000","00:14:33,000","Je voelt hem misschien al een beetje aankomen, maar...","Je voelt hem misschien al een beetje aankomen, maar...","You may already feel it coming, but...",neutral,anticipation,happiness,neutral
"00:14:33,000","00:14:36,000",die koffer gaat niet mee het huis in.,die koffer gaat niet mee het huis in.,That suitcase doesn't come into the house.,neutral,disappointment,sadness,neutral
"00:14:36,000","00:14:38,000",Dat dacht ik al.,Dat dacht ik al.,I thought so.,neutral,realization,surprise,surprise
"00:14:38,000","00:14:40,000","Basiri, dan hebben we jouw koffer.","Basiri, dan hebben we jouw koffer.","Basiri, we have your suitcase.",neutral,relief,happiness,neutral
"00:14:40,000","00:14:43,000","Jij wilt ook winnen, dus ik kan me voorstellen dat je toch denkt...","Jij wilt ook winnen, dus ik kan me voorstellen dat je toch denkt...","You want to win too, so I imagine you're thinking...",neutral,curiosity,neutral,neutral
"00:14:43,000","00:14:46,000",ik moet een beetje onderbroekjes bij elkaar pakken. Hoeveel heb je erbij?,ik moet een beetje onderbroekjes bij elkaar pakken. Hoeveel heb je erbij?,I need to get some panties together. How much do you have?,neutral,curiosity,neutral,neutral
"00:14:46,000","00:14:50,000","Ik heb echt veel onderbroeken bij. Ik denk dat ik er dertig, veertig bij heb.","Ik heb echt veel onderbroeken bij. Ik denk dat ik er dertig, veertig bij heb.",I really have a lot of underwear. I think I have thirty or forty more.,neutral,amusement,happiness,happiness
"00:14:50,000","00:14:52,000","Wat? Dertig, veertig onderbroeken?","Wat? Dertig, veertig onderbroeken?","What? Thirty, forty pairs of underwear?",surprise,surprise,surprise,surprise
"00:14:52,000","00:14:53,000","Ja, echt heel veel.","Ja, echt heel veel.","Yes, really a lot.",neutral,amusement,happiness,neutral
"00:14:53,000","00:14:57,000","Ik heb leuk nieuws, want jij mag jouw koffer wel mee in het huis nemen.","Ik heb leuk nieuws, want jij mag jouw koffer wel mee in het huis nemen.","I have great news, because you can take your suitcase into the house.",happiness,joy,happiness,happiness
"00:14:57,000","00:14:59,000",Ja.,Ja.,And.,neutral,neutral,neutral,neutral
"00:14:59,000","00:15:00,000",Ik heb genoeg onderbroeken bij.,Ik heb genoeg onderbroeken bij.,I have enough underwear.,neutral,relief,happiness,happiness
"00:15:00,000","00:15:02,000","Ja, super. Heel fijn.","Ja, super. Heel fijn.",Yes amazing. Very nice.,happiness,joy,happiness,happiness
"00:15:02,000","00:15:05,000",Jullie mogen ook allebei jullie telefoon zien leveren.,Jullie mogen ook allebei jullie telefoon zien leveren.,You can also both see your phone delivered.,neutral,joy,happiness,neutral
"00:15:05,000","00:15:07,000",Oei.,Oei.,You.,neutral,neutral,neutral,neutral
"00:15:07,000","00:15:09,000",Dat voelt pijnlijk.,Dat voelt pijnlijk.,That feels painful.,neutral,disappointment,sadness,neutral
"00:15:09,000","00:15:13,000",Tot slot heb ik hier nog voor jullie allebei vijf coins.,Tot slot heb ik hier nog voor jullie allebei vijf coins.,"Finally, I have five coins here for both of you.",neutral,joy,happiness,neutral
"00:15:13,000","00:15:15,000",Kijk eens. Alsjeblieft.,Kijk eens. Alsjeblieft.,Look. Please.,neutral,neutral,neutral,neutral
"00:15:15,000","00:15:17,000",Dank je wel.,Dank je wel.,Thank you.,neutral,gratitude,happiness,happiness
"00:15:17,000","00:15:21,000","Maar Ellis, in deze envelop zit een hint.","Maar Ellis, in deze envelop zit een hint.","But Ellis, there's a hint in this envelope.",neutral,curiosity,neutral,neutral
"00:15:21,000","00:15:25,000",En die hint kan heel erg belangrijk zijn.,En die hint kan heel erg belangrijk zijn.,And that hint can be very important.,neutral,realization,surprise,surprise
"00:15:25,000","00:15:28,000","Als jij mij twee coins geeft, dan krijg je deze hint.","Als jij mij twee coins geeft, dan krijg je deze hint.","If you give me two coins, you will get this hint.",neutral,curiosity,neutral,neutral
"00:15:28,000","00:15:29,000",Dat ga ik sowieso doen.,Dat ga ik sowieso doen.,I'm going to do that anyway.,neutral,determination,neutral,neutral
"00:15:29,000","00:15:32,000",Je gaat wel voor de hint. Jij gaat voor de hint.,Je gaat wel voor de hint. Jij gaat voor de hint.,You'll go for the hint. You go for the hint.,neutral,approval,happiness,neutral
"00:15:32,000","00:15:36,000","Dan wil ik twee coins van je, ga je met drie coins het huis in...","Dan wil ik twee coins van je, ga je met drie coins het huis in...","Then I want two coins from you, you go into the house with three coins...",neutral,neutral,neutral,neutral
"00:15:36,000","00:15:39,000",en dan geef ik jou de envelop.,en dan geef ik jou de envelop.,and then I'll give you the envelope.,neutral,neutral,neutral,neutral
"00:15:39,000","00:15:42,000","Ik zou zeggen, niet hard op lezen. Anders hoort je het.","Ik zou zeggen, niet hard op lezen. Anders hoort je het.",I'd say don't read out loud. Otherwise you will hear it.,neutral,curiosity,neutral,neutral
"00:15:42,000","00:15:43,000","Basiri, jij mag je koffer houden.","Basiri, jij mag je koffer houden.","Basiri, you can keep your suitcase.",neutral,neutral,neutral,neutral
"00:15:44,000","00:15:46,000",Je hebt ook vijf coins gekregen.,Je hebt ook vijf coins gekregen.,You also received five coins.,neutral,neutral,neutral,neutral
"00:00:00,000","00:00:06,000","Dat dit een keiharde expeditie wordt, was vanaf het allereerste moment duidelijk.","Dat dit een keiharde expeditie wordt, was vanaf het allereerste moment duidelijk.",It was clear from the very first moment that this would be a tough expedition.,neutral,realization,surprise,surprise
"00:00:09,000","00:00:16,000","Je zit hier met alleen maar winnaars, finalisten en mensen die super gemotiveerd zijn om het eind te halen.","Je zit hier met alleen maar winnaars, finalisten en mensen die super gemotiveerd zijn om het eind te halen.","You're sitting here with only winners, finalists and people who are super motivated to get to the end.",neutral,admiration,happiness,neutral
"00:00:16,000","00:00:21,000",Van de 16 oud-finalisten moesten er twee al op dag 1 naar huis.,Van de 16 oud-finalisten moesten er twee al op dag 1 naar huis.,"Of the 16 former finalists, two had to go home on day 1.",neutral,disappointment,sadness,sadness
"00:00:21,000","00:00:24,000","Ik had het zo graag gewild, weet je wel.","Ik had het zo graag gewild, weet je wel.","I wanted it so badly, you know.",sadness,desire,happiness,sadness
"00:00:25,000","00:00:32,000",De strijd tussen de allersterkste Robinson's van de afgelopen 23 seizoenen barst vandaag als echt los.,De strijd tussen de allersterkste Robinson's van de afgelopen 23 seizoenen barst vandaag als echt los.,The battle between the strongest Robinsons of the past 23 seasons really kicks off today.,surprise,excitement,happiness,happiness
"00:00:36,000","00:00:40,000",Er is wel een overduidelijke winnaar. Team Oranje.,Er is wel een overduidelijke winnaar. Team Oranje.,There is one clear winner. Team Orange.,neutral,admiration,happiness,neutral
"00:00:40,000","00:00:44,000","Sebastian, wat hebben jullie allemaal mee? Want jullie mogen de buit natuurlijk mee naar Kamp Zuid.","Sebastian, wat hebben jullie allemaal mee? Want jullie mogen de buit natuurlijk mee naar Kamp Zuid.","Sebastian, what have you all brought? Because of course you can take the loot to Camp South.",neutral,curiosity,neutral,neutral
"00:00:44,000","00:00:48,000","Ananas, bedekking voor het dak, pasta met fuik.","Ananas, bedekking voor het dak, pasta met fuik.","Pineapple, roof covering, pasta with trap.",neutral,neutral,neutral,neutral
"00:00:48,000","00:00:50,000",De verschillen zijn groot. Kamp Zuid.,De verschillen zijn groot. Kamp Zuid.,The differences are great. Camp South.,surprise,realization,surprise,surprise
"00:00:50,000","00:00:55,000",De winnaar van de landingsproef met aanvoerder Niels en veel gespierde mannen.,De winnaar van de landingsproef met aanvoerder Niels en veel gespierde mannen.,The winner of the landing test with captain Niels and many muscular men.,neutral,admiration,happiness,neutral
"00:00:55,000","00:00:57,000","Kamp Noord, waar vrouwen in de meerderheid zijn.","Kamp Noord, waar vrouwen in de meerderheid zijn.","Camp North, where women are in the majority.",neutral,neutral,neutral,neutral
"00:00:57,000","00:01:02,000",En aanvoerder Bert die het misschien iets meer moet hebben van behendigheid en uithoudingsvermogen.,En aanvoerder Bert die het misschien iets meer moet hebben van behendigheid en uithoudingsvermogen.,"And captain Bert, who may have to rely a little more on agility and stamina.",neutral,realization,surprise,neutral
"00:01:02,000","00:01:06,000",En zij gaan hier straks tegen elkaar strijden om immuniteit.,En zij gaan hier straks tegen elkaar strijden om immuniteit.,And soon they will compete against each other for immunity.,neutral,anticipation,happiness,neutral
"00:01:20,000","00:01:25,000",Kamp Zuid,Kamp Zuid,Camp South,neutral,neutral,neutral,neutral
"00:01:51,000","00:01:53,000",Kamp Noord,Kamp Noord,Camp North,neutral,neutral,neutral,neutral
"00:01:54,000","00:01:56,000",Kamp Zuid,Kamp Zuid,Camp South,neutral,neutral,neutral,neutral
"00:02:17,000","00:02:19,000",Mijn tweede expeditie Robinson.,Mijn tweede expeditie Robinson.,My second Robinson expedition.,neutral,excitement,happiness,neutral
"00:02:20,000","00:02:22,000","Ja, gewoon wel echt wel super gaaf.","Ja, gewoon wel echt wel super gaaf.","Yes, just really really cool.",happiness,joy,happiness,happiness
"00:02:23,000","00:02:26,000","Ja, en ik zie wat rotsen en ik zie het strandje.","Ja, en ik zie wat rotsen en ik zie het strandje.","Yes, and I see some rocks and I see the little beach.",neutral,curiosity,neutral,neutral
"00:02:27,000","00:02:29,000","Wow, dit is wel echt gaaf.","Wow, dit is wel echt gaaf.","Wow, this is really cool.",happiness,joy,happiness,happiness
"00:02:40,000","00:02:45,000",Er gaat van alles door je heen. Wat gaan we daar vinden? Is er genoeg voedsel of is het karig?,Er gaat van alles door je heen. Wat gaan we daar vinden? Is er genoeg voedsel of is het karig?,All sorts of things are going through your mind. What are we going to find there? Is there enough food or is it sparse?,fear,curiosity,neutral,fear
"00:02:45,000","00:02:51,000",Ik ben heel nieuwsgierig hoe het eruit ziet en wat we daar gaan aantreffen of of er veel te eten is.,Ik ben heel nieuwsgierig hoe het eruit ziet en wat we daar gaan aantreffen of of er veel te eten is.,I am very curious to see what it looks like and what we will find there or whether there is much to eat.,neutral,curiosity,neutral,neutral
"00:02:52,000","00:02:58,000","Ik kijk naar alle medespelers en voor het eerst denk je van ja, het gaat echt gebeuren vanavond.","Ik kijk naar alle medespelers en voor het eerst denk je van ja, het gaat echt gebeuren vanavond.","I look at all the fellow players and for the first time you think yes, it's really going to happen tonight.",happiness,excitement,happiness,happiness
"00:03:00,000","00:03:03,000","Zo, dit was dus ons eiland.","Zo, dit was dus ons eiland.","So, this was our island.",neutral,realization,surprise,surprise
"00:03:03,000","00:03:04,000",Ja.,Ja.,And.,neutral,neutral,neutral,neutral
"00:03:04,000","00:03:05,000",Dit is ons eiland.,Dit is ons eiland.,This is our island.,neutral,realization,surprise,neutral
"00:03:05,000","00:03:06,000",Ja.,Ja.,And.,neutral,neutral,neutral,neutral
"00:03:06,000","00:03:08,000","Kist, kist, kist. Hier is een kist, jongen.","Kist, kist, kist. Hier is een kist, jongen.","Chest, chest, chest. Here's a chest, boy.",happiness,excitement,happiness,happiness
"00:03:08,000","00:03:11,000",Dan zou het echt een bammer zijn als er gewoon niets in zit.,Dan zou het echt een bammer zijn als er gewoon niets in zit.,Then it would really be a bummer if there was simply nothing in it.,fear,disappointment,sadness,sadness
"00:03:11,000","00:03:12,000","Ja, ik hoop het.","Ja, ik hoop het.",Yes I hope so.,neutral,optimism,happiness,neutral
"00:03:12,000","00:03:13,000",Wel een vuurstik.,Wel een vuurstik.,"Well, a fire stick.",neutral,neutral,neutral,neutral
"00:03:13,000","00:03:14,000",Dan stoken we de kist op.,Dan stoken we de kist op.,Then we light the coffin.,neutral,neutral,neutral,neutral
"00:03:16,000","00:03:17,000",Waar ben ik?,Waar ben ik?,Where am I?,surprise,confusion,sadness,surprise
"00:03:18,000","00:03:19,000","Oh, kist.","Oh, kist.","Oh, crap.",surprise,disappointment,sadness,surprise
"00:03:19,000","00:03:21,000",Er zit echt wel van alles in.,Er zit echt wel van alles in.,There really is a bit of everything in there.,surprise,surprise,surprise,surprise
"00:03:21,000","00:03:22,000","Oh, joh.","Oh, joh.","Oh, joh.",surprise,surprise,surprise,surprise
"00:03:22,000","00:03:23,000",Rijst.,Rijst.,Rice.,neutral,neutral,neutral,neutral
"00:03:23,000","00:03:25,000",Ik dacht al helemaal te treuren.,Ik dacht al helemaal te treuren.,I thought I was going to be sad.,surprise,realization,surprise,surprise
"00:03:25,000","00:03:26,000",En een vuurstik.,En een vuurstik.,And a fire stick.,neutral,neutral,neutral,neutral
"00:03:26,000","00:03:27,000","Ja, dat is belangrijk.","Ja, dat is belangrijk.","Yes, that is important.",neutral,realization,surprise,neutral
"00:03:27,000","00:03:28,000",En olie.,En olie.,And oil.,neutral,neutral,neutral,neutral
"00:03:28,000","00:03:29,000","Olie, heel fijn.","Olie, heel fijn.","Oil, very fine.",happiness,approval,happiness,happiness
"00:03:29,000","00:03:30,000","Ja, super.","Ja, super.","Me, great.",happiness,joy,happiness,happiness
"00:03:31,000","00:03:32,000","Nou, zullen we maar gauw iets gaan maken?","Nou, zullen we maar gauw iets gaan maken?","Well, shall we make something quickly?",neutral,desire,happiness,neutral
"00:55:48,000","00:55:49,000",Geen enkele wijze.,Geen enkele wijze.,No way whatsoever.,neutral,disapproval,disgust,neutral
"00:55:49,000","00:55:51,000",Jullie hebben ze de afgelopen dagen niet gezien.,Jullie hebben ze de afgelopen dagen niet gezien.,You haven't seen them for the past few days.,neutral,curiosity,neutral,neutral
"00:55:51,000","00:55:52,000",Nee.,Nee.,Nee.,neutral,neutral,neutral,neutral
"00:55:52,000","00:55:53,000",Jij hebt ze niet gezien?,Jij hebt ze niet gezien?,You haven't seen them?,surprise,surprise,surprise,surprise
"00:55:53,000","00:55:54,000",Wel gesproken.,Wel gesproken.,Well spoken.,neutral,approval,happiness,neutral
"00:55:54,000","00:55:55,000",Wel gesproken?,Wel gesproken?,Have you spoken?,surprise,curiosity,neutral,neutral
"00:55:55,000","00:55:56,000","Ja, van de week dan.","Ja, van de week dan.","Yes, this week then.",neutral,neutral,neutral,neutral
"00:55:56,000","00:55:57,000",Van de week.,Van de week.,This week.,neutral,neutral,neutral,neutral
"00:55:57,000","00:55:58,000",Ze zijn afscheid willen komen nemen.,Ze zijn afscheid willen komen nemen.,They wanted to come to say goodbye.,neutral,sadness,sadness,neutral
"00:55:58,000","00:55:59,000",Ja.,Ja.,And.,neutral,neutral,neutral,neutral
"00:55:59,000","00:56:00,000",Oké.,Oké.,Okay.,neutral,neutral,neutral,neutral
"00:56:01,000","00:56:02,000","Maar Romee, even.","Maar Romee, even.","But Romee, just a moment.",anger,neutral,neutral,neutral
"00:56:02,000","00:56:03,000",Ja.,Ja.,And.,neutral,neutral,neutral,neutral
"00:56:03,000","00:56:04,000",Maar met wie?,Maar met wie?,But with whom?,surprise,curiosity,neutral,neutral
"00:56:04,000","00:56:05,000",Twee auto's.,Twee auto's.,Two cars.,neutral,neutral,neutral,neutral
"00:56:05,000","00:56:06,000",Met wie kom je dan?,Met wie kom je dan?,Who are you coming with?,surprise,curiosity,neutral,neutral
"00:56:06,000","00:56:07,000",Twee auto's.,Twee auto's.,Two cars.,neutral,neutral,neutral,neutral
"00:56:07,000","00:56:08,000",Zeker?,Zeker?,Certainly?,surprise,curiosity,neutral,neutral
"00:56:08,000","00:56:09,000","Ja, zeker.","Ja, zeker.",Of course.,neutral,approval,happiness,neutral
"00:56:09,000","00:56:10,000",Ja?,Ja?,And?,surprise,curiosity,neutral,neutral
"00:56:10,000","00:56:11,000",Top.,Top.,Top.,neutral,approval,happiness,happiness
"00:56:11,000","00:56:12,000",Niet vergeten.,Niet vergeten.,Do not forget.,neutral,neutral,neutral,neutral
"00:56:12,000","00:56:13,000",Alsjeblieft.,Alsjeblieft.,Please.,neutral,neutral,neutral,neutral
"00:56:13,000","00:56:14,000",Morgen.,Morgen.,Morning.,neutral,neutral,neutral,neutral
"00:56:14,000","00:56:15,000",Morgen shift.,Morgen shift.,Tomorrow shift.,neutral,neutral,neutral,neutral
"00:56:15,000","00:56:16,000",Om tien uur met twee auto's.,Om tien uur met twee auto's.,At ten o'clock with two cars.,neutral,neutral,neutral,neutral
"00:56:16,000","00:56:17,000",Tot morgen.,Tot morgen.,See you tomorrow.,neutral,neutral,neutral,neutral
"00:56:17,000","00:56:18,000","Ciao, ciao, ciao.","Ciao, ciao, ciao.",Hello Hello hello.,happiness,neutral,neutral,neutral
"00:56:18,000","00:56:19,000",Contactverwijdering.,Contactverwijdering.,Contact deletion.,neutral,neutral,neutral,neutral
"00:56:19,000","00:56:20,000","Ja, contactverwijdering.","Ja, contactverwijdering.","Yes, contact deletion.",neutral,approval,happiness,neutral
"00:56:20,000","00:56:21,000",Gebelde nummer ook verbijderen.,Gebelde nummer ook verbijderen.,Called number also baffling.,neutral,confusion,sadness,sadness
"00:56:21,000","00:56:22,000",Sorry voor de overlast.,Sorry voor de overlast.,Sorry for the inconvenience.,sadness,remorse,sadness,sadness
"00:56:22,000","00:56:26,000",De hunters voelen dat Rajiv's ouders niet de waarheid vertellen.,De hunters voelen dat Rajiv's ouders niet de waarheid vertellen.,The hunters feel that Rajiv's parents are not telling the truth.,neutral,disapproval,disgust,neutral
"00:56:26,000","00:56:29,000",Maar hebben ook door dat ze niks zullen gaan loslaten.,Maar hebben ook door dat ze niks zullen gaan loslaten.,But they also realize that they are not going to let go of anything.,neutral,realization,surprise,neutral
"00:56:29,000","00:56:31,000",Voorlopig nemen ze daar genoegen mee.,Voorlopig nemen ze daar genoegen mee.,For now they are content with that.,neutral,approval,happiness,neutral
"00:56:31,000","00:56:32,000",Tot ziens.,Tot ziens.,Bye.,neutral,neutral,neutral,neutral
"00:56:32,000","00:56:33,000","Hoi, hoi.","Hoi, hoi.",Hi Hi.,happiness,neutral,neutral,neutral
"00:56:33,000","00:56:38,000","En omdat de bus van Rajiv's vader is uitgeleend, kan het baken nu niet geplaatst worden.","En omdat de bus van Rajiv's vader is uitgeleend, kan het baken nu niet geplaatst worden.","And because Rajiv's father's bus has been lent, the beacon cannot be placed now.",neutral,disappointment,sadness,sadness
"00:56:38,000","00:56:40,000",Toch was het bezoek niet voor niks.,Toch was het bezoek niet voor niks.,Yet the visit was not in vain.,happiness,optimism,happiness,happiness
"00:56:40,000","00:56:41,000",Had wijze geworden?,Had wijze geworden?,Had become wise?,surprise,curiosity,neutral,neutral
"00:56:41,000","00:56:43,000","Zeker wel, ja.","Zeker wel, ja.","Certainly, yes.",neutral,approval,happiness,happiness
"00:56:43,000","00:56:45,000",Hij heeft veel verklaard.,Hij heeft veel verklaard.,He has explained a lot.,happiness,realization,surprise,surprise
"00:56:45,000","00:56:48,000",In ieder geval heel veel wat we kunnen verifiëren.,In ieder geval heel veel wat we kunnen verifiëren.,"In any case, a lot that we can verify.",happiness,optimism,happiness,happiness
"00:56:48,000","00:56:51,000",Hij zit ook gewoon glashard te liggen.,Hij zit ook gewoon glashard te liggen.,He also just sits there as hard as a rock.,anger,disapproval,disgust,anger
"00:20:42,000","00:20:45,000","Team Gezelligheid, maar die liggen blauw op de grond.","Team Gezelligheid, maar die liggen blauw op de grond.","Team Gezelligheid, but they are lying blue on the ground.",neutral,amusement,happiness,neutral
"00:20:45,000","00:20:46,000","Ja, dat is wel waar.","Ja, dat is wel waar.","Yes, that is true.",neutral,realization,surprise,neutral
"00:20:46,000","00:20:48,000","Als het gewoon een rennproef is, zou ik zeggen Frida.","Als het gewoon een rennproef is, zou ik zeggen Frida.","If it's just a race test, I'd say Frida.",neutral,anticipation,happiness,neutral
"00:20:49,000","00:20:51,000",Ik denk dat we sowieso in moeten zetten.,Ik denk dat we sowieso in moeten zetten.,I think we should definitely invest.,neutral,determination,neutral,neutral
"00:20:51,000","00:20:52,000",Dat we altijd voor moeten zijn.,Dat we altijd voor moeten zijn.,That we should always be ahead.,neutral,optimism,happiness,neutral
"00:20:52,000","00:20:53,000",Sowieso? Ik denk het ook.,Sowieso? Ik denk het ook.,Anyway? I think so too.,neutral,approval,happiness,neutral
"00:20:53,000","00:20:54,000",Ik ben zo'n voorblijver.,Ik ben zo'n voorblijver.,I'm such a stay-at-home guy.,neutral,neutral,neutral,neutral
"00:20:54,000","00:20:56,000",We willen gewoon een man meer houden.,We willen gewoon een man meer houden.,We just want to keep one more man.,neutral,desire,happiness,neutral
"00:20:56,000","00:20:58,000",Ik denk dat het een heel goed punt is wat Marianne net maakte.,Ik denk dat het een heel goed punt is wat Marianne net maakte.,I think what Marianne just made is a very good point.,neutral,approval,happiness,neutral
"00:20:58,000","00:20:59,000",Ik heb er wel zin in.,Ik heb er wel zin in.,I am looking forward to it.,happiness,excitement,happiness,happiness
"00:20:59,000","00:21:00,000",Lekker man.,Lekker man.,Nice man.,neutral,admiration,happiness,happiness
"00:21:00,000","00:21:02,000",Ik zou nu wel echt teleurgesteld zijn...,Ik zou nu wel echt teleurgesteld zijn...,I would be really disappointed right now...,sadness,disappointment,sadness,sadness
"00:21:02,000","00:21:04,000",als er geen proef is.,als er geen proef is.,if there is no test.,neutral,disappointment,sadness,neutral
"00:21:04,000","00:21:06,000",Ik zit hier nu pasta te eten voor Jan-Lo.,Ik zit hier nu pasta te eten voor Jan-Lo.,I'm sitting here now eating pasta for Jan-Lo.,neutral,neutral,neutral,neutral
"00:21:15,000","00:21:19,000",Bij deze spectaculaire proef strijden de kampen zometeen om immuniteit.,Bij deze spectaculaire proef strijden de kampen zometeen om immuniteit.,"In this spectacular test, the camps will soon compete for immunity.",neutral,excitement,happiness,happiness
"00:21:19,000","00:21:22,000",In Kamp Zuid is de sfeer op haar best.,In Kamp Zuid is de sfeer op haar best.,The atmosphere in Camp South is at its best.,neutral,joy,happiness,neutral
"00:21:23,000","00:21:27,000",Ze hebben eten in overvloed en zijn tot op het bot gemotiveerd.,Ze hebben eten in overvloed en zijn tot op het bot gemotiveerd.,They have plenty of food and are motivated to the core.,neutral,optimism,happiness,happiness
"00:21:29,000","00:21:31,000",We hebben lekker gegeten.,We hebben lekker gegeten.,We had a nice dinner.,happiness,joy,happiness,happiness
"00:21:31,000","00:21:33,000",Eigenlijk zijn we er helemaal klaar voor.,Eigenlijk zijn we er helemaal klaar voor.,"Actually, we are completely ready for it.",neutral,confidence,happiness,neutral
"00:21:33,000","00:21:35,000",Ik ben hier voor de proeven.,Ik ben hier voor de proeven.,I'm here for the tests.,neutral,neutral,neutral,neutral
"00:21:35,000","00:21:37,000",Ik denk dat ik ook deze proef gewoon ga killen.,Ik denk dat ik ook deze proef gewoon ga killen.,I think I'm just going to kill this test too.,neutral,confidence,happiness,happiness
"00:21:38,000","00:21:40,000",We zijn op een of andere manier van onszelf overtuigd.,We zijn op een of andere manier van onszelf overtuigd.,We are somehow convinced of ourselves.,neutral,confidence,happiness,neutral
"00:21:40,000","00:21:42,000",Dus we hebben ook zoiets van kom erop dan.,Dus we hebben ook zoiets van kom erop dan.,"So we also thought, come on then.",neutral,confidence,happiness,neutral
"00:21:43,000","00:21:46,000",In Kamp Noord is gebrand op wraak.,In Kamp Noord is gebrand op wraak.,"In Camp North, there is a desire for revenge.",neutral,anger,anger,anger
"00:21:46,000","00:21:48,000",Na de verloren landingsproef.,Na de verloren landingsproef.,After the lost landing test.,neutral,disappointment,sadness,neutral
"00:21:48,000","00:21:50,000",Dat belooft dus vuurwerk te worden.,Dat belooft dus vuurwerk te worden.,That promises to be fireworks.,neutral,excitement,happiness,happiness
"00:21:53,000","00:21:54,000",Wij kunnen winnen.,Wij kunnen winnen.,We can win.,neutral,confidence,happiness,happiness
"00:21:54,000","00:21:55,000",Maakkelijk zater.,Maakkelijk zater.,Easy Saturday.,neutral,neutral,neutral,neutral
"00:21:55,000","00:21:57,000",Ik ben er wel op gebrand om er alles aan te doen...,Ik ben er wel op gebrand om er alles aan te doen...,I am quite determined to do everything I can...,neutral,determination,neutral,neutral
"00:21:57,000","00:22:00,000",om ze ook een tikje uit te delen.,om ze ook een tikje uit te delen.,to give them a tap too.,neutral,anger,anger,neutral
"00:22:00,000","00:22:04,000",Ik heb er gewoon alle vertrouwen in om met dit team de overwinning te pakken.,Ik heb er gewoon alle vertrouwen in om met dit team de overwinning te pakken.,I just have every confidence that I can win with this team.,neutral,confidence,happiness,happiness
"00:22:04,000","00:22:05,000",Dus laat die proef maar komen.,Dus laat die proef maar komen.,So bring on that test.,neutral,confidence,happiness,happiness
