Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:50:00,000","00:50:24,000","Coming back to camp after tribal, the priority was to get a fire going, lift morale a bit","Coming back to camp after tribal, the priority was to get a fire going, lift morale a bit","Coming back to camp after tribal, the priority was to get a fire going, lift morale a bit",happiness,mild
"00:50:24,000","00:50:31,000","and also provide a valuable source of light. Everyone's down, by what happened you know,","and also provide a valuable source of light. Everyone's down, by what happened you know,","and also provide a valuable source of light. Everyone's down, by what happened you know,",sadness,moderate
"00:50:31,000","00:50:37,000",you never would have seen it coming. She didn't do anything wrong.,you never would have seen it coming. She didn't do anything wrong.,you never would have seen it coming. She didn't do anything wrong.,sadness,moderate
"00:50:37,000","00:50:44,000",I definitely did not want to go against someone that I was actually pretty good friends with.,I definitely did not want to go against someone that I was actually pretty good friends with.,I definitely did not want to go against someone that I was actually pretty good friends with.,sadness,moderate
"00:50:44,000","00:50:54,000","I guess the thought of having gone against that, yeah I mean, it's not a good feeling.","I guess the thought of having gone against that, yeah I mean, it's not a good feeling.","I guess the thought of having gone against that, yeah I mean, it's not a good feeling.",sadness,moderate
"00:50:54,000","00:51:00,000","I'm good at cooking, right?","I'm good at cooking, right?","I'm good at cooking, right?",happiness,mild
"00:51:00,000","00:51:08,000",Just let us know if you want to swipe.,Just let us know if you want to swipe.,Just let us know if you want to swipe.,neutral,neutral
"00:51:08,000","00:51:10,000",I could try.,I could try.,I could try.,happiness,mild
"00:51:24,000","00:51:46,000","After our first night in the jungle, I have not slept at all. I'm a little bit concerned","After our first night in the jungle, I have not slept at all. I'm a little bit concerned","After our first night in the jungle, I have not slept at all. I'm a little bit concerned",fear,moderate
"00:51:54,000","00:51:59,000","a little bit small, so hoping we can expand on that today.","a little bit small, so hoping we can expand on that today.","a little bit small, so hoping we can expand on that today.",happiness,mild
"00:51:59,000","00:52:04,000","I think if you just lay them so the spine goes on top of the poles, that should make","I think if you just lay them so the spine goes on top of the poles, that should make","I think if you just lay them so the spine goes on top of the poles, that should make",neutral,neutral
"00:52:04,000","00:52:05,000","the numbers, you know.","the numbers, you know.","the numbers, you know.",neutral,neutral
"00:52:05,000","00:52:12,000",I don't think we've got room for seven that way. One's going to have to lie horizontal.,I don't think we've got room for seven that way. One's going to have to lie horizontal.,I don't think we've got room for seven that way. One's going to have to lie horizontal.,neutral,neutral
"00:52:12,000","00:52:16,000",What I'm expecting today is that we'll modify our shelter and then we're going to look and,What I'm expecting today is that we'll modify our shelter and then we're going to look and,What I'm expecting today is that we'll modify our shelter and then we're going to look and,happiness,mild
"00:52:16,000","00:52:20,000",try and put a roof on there. We've got to establish a toilet site and we're going to,try and put a roof on there. We've got to establish a toilet site and we're going to,try and put a roof on there. We've got to establish a toilet site and we're going to,happiness,moderate
"00:52:20,000","00:52:23,000",just keep bringing that firewood because that fire is pretty important.,just keep bringing that firewood because that fire is pretty important.,just keep bringing that firewood because that fire is pretty important.,happiness,moderate
"00:52:23,000","00:52:26,000",It's the best thing we've caught.,It's the best thing we've caught.,It's the best thing we've caught.,happiness,mild
"00:52:26,000","00:52:29,000","I'm pretty sure that's like straight up rotten, eh?","I'm pretty sure that's like straight up rotten, eh?","I'm pretty sure that's like straight up rotten, eh?",disgust,moderate
"00:52:29,000","00:52:31,000",You don't want to eat it?,You don't want to eat it?,You don't want to eat it?,surprise,mild
"00:52:31,000","00:52:37,000","I mean, give it a go, but I just don't. I'm pretty high maintenance, I can't eat disgusting","I mean, give it a go, but I just don't. I'm pretty high maintenance, I can't eat disgusting","I mean, give it a go, but I just don't. I'm pretty high maintenance, I can't eat disgusting",disgust,moderate
"00:52:37,000","00:52:43,000","food. I can do fresh fruit at a push, but definitely not rotten fruit.","food. I can do fresh fruit at a push, but definitely not rotten fruit.","food. I can do fresh fruit at a push, but definitely not rotten fruit.",disgust,moderate
"00:52:44,000","00:52:48,000",Can I just pop it and then squeeze the juices out? That's what I'm going to do.,Can I just pop it and then squeeze the juices out? That's what I'm going to do.,Can I just pop it and then squeeze the juices out? That's what I'm going to do.,surprise,mild
"00:52:48,000","00:52:51,000","We still don't know if it's a fruit or a vegetable, or if it's a gourd.","We still don't know if it's a fruit or a vegetable, or if it's a gourd.","We still don't know if it's a fruit or a vegetable, or if it's a gourd.",surprise,mild
"00:52:51,000","00:52:54,000",Or if it's a dead something.,Or if it's a dead something.,Or if it's a dead something.,disgust,moderate
"00:52:54,000","00:52:56,000",It's like a massive big fish.,It's like a massive big fish.,It's like a massive big fish.,surprise,mild
"00:52:56,000","00:52:59,000",Diarrhoea or something.,Diarrhoea or something.,Diarrhoea or something.,disgust,moderate
"00:53:05,000","00:53:07,000","Well, that's all good.","Well, that's all good.","Well, that's all good.",neutral,neutral
"00:53:07,000","00:53:09,000",Could be worse.,Could be worse.,Could be worse.,happiness,mild
"00:53:09,000","00:53:11,000",Yeah.,Yeah.,Yeah.,neutral,neutral
"00:53:13,000","00:53:15,000",Delicious.,Delicious.,Delicious.,happiness,mild
"00:53:15,000","00:53:17,000","Easily entertained, eh?","Easily entertained, eh?","Easily entertained, eh?",happiness,mild
"00:53:17,000","00:53:19,000",But I need it.,But I need it.,But I need it.,happiness,moderate
"00:53:19,000","00:53:23,000",It was weird. It tasted nice to begin with and then all of a sudden it just tasted like,It was weird. It tasted nice to begin with and then all of a sudden it just tasted like,It was weird. It tasted nice to begin with and then all of a sudden it just tasted like,surprise,moderate
"00:53:23,000","00:53:30,000",rot. I don't know why I kept going. It was day two and already I'm that desperate that,rot. I don't know why I kept going. It was day two and already I'm that desperate that,rot. I don't know why I kept going. It was day two and already I'm that desperate that,disgust,intense
"00:53:30,000","00:53:33,000",I'm eating this disgusting rotten fruit.,I'm eating this disgusting rotten fruit.,I'm eating this disgusting rotten fruit.,disgust,intense
"00:53:33,000","00:53:37,000",It's like you're eating out of a dead body.,It's like you're eating out of a dead body.,It's like you're eating out of a dead body.,disgust,intense
"00:53:37,000","00:53:40,000","What a bloody animal, eh?","What a bloody animal, eh?","What a bloody animal, eh?",anger,moderate
"00:53:41,000","00:53:46,000",I'm basically just hoping I don't get incredibly sick at this point.,I'm basically just hoping I don't get incredibly sick at this point.,I'm basically just hoping I don't get incredibly sick at this point.,fear,moderate
"00:54:00,000","00:54:02,000","Hey, Izzy.","Hey, Izzy.","Hey, Izzy.",neutral,neutral
"00:54:02,000","00:54:04,000",How are you feeling?,How are you feeling?,How are you feeling?,surprise,mild
"00:54:04,000","00:54:06,000",Better.,Better.,Better.,happiness,mild
"00:54:06,000","00:54:08,000","Oh, really?","Oh, really?","Oh, really?",surprise,mild
"00:54:10,000","00:54:13,000",She was throwing up last night. We just need to keep her hydrated.,She was throwing up last night. We just need to keep her hydrated.,She was throwing up last night. We just need to keep her hydrated.,happiness,moderate
"00:54:13,000","00:54:16,000","Could be a stomach bug, lack of sleep.","Could be a stomach bug, lack of sleep.","Could be a stomach bug, lack of sleep.",neutral,neutral
"00:54:16,000","00:54:20,000","She's a pretty girl, but right now she looks like crap.","She's a pretty girl, but right now she looks like crap.","She's a pretty girl, but right now she looks like crap.",anger,moderate
"00:54:22,000","00:54:26,000",Would you want to go home or do you not want to?,Would you want to go home or do you not want to?,Would you want to go home or do you not want to?,surprise,mild
"00:54:26,000","00:54:31,000","I would want to stay, but I feel like it's almost not up to me.","I would want to stay, but I feel like it's almost not up to me.","I would want to stay, but I feel like it's almost not up to me.",sadness,moderate
"00:54:31,000","00:54:33,000",My body is telling me.,My body is telling me.,My body is telling me.,surprise,mild
"00:54:33,000","00:54:35,000",So you don't think you're up to it?,So you don't think you're up to it?,So you don't think you're up to it?,neutral,neutral
"00:54:35,000","00:54:38,000",I think my body is telling me I'm not up to it.,I think my body is telling me I'm not up to it.,I think my body is telling me I'm not up to it.,surprise,moderate
"00:54:38,000","00:54:41,000","Of course I don't want Izzy to go home. She's family, you know.","Of course I don't want Izzy to go home. She's family, you know.","Of course I don't want Izzy to go home. She's family, you know.",happiness,intense
"00:54:41,000","00:54:45,000","She's part of our team and we stick together and that's who we are, you know.","She's part of our team and we stick together and that's who we are, you know.","She's part of our team and we stick together and that's who we are, you know.",happiness,moderate
"00:54:45,000","00:54:50,000",We all got up during the night to go check on her and take turns sitting by her side,We all got up during the night to go check on her and take turns sitting by her side,We all got up during the night to go check on her and take turns sitting by her side,happiness,intense
"00:54:50,000","00:54:53,000",because that's what family does for one another.,because that's what family does for one another.,because that's what family does for one another.,happiness,intense
"00:54:53,000","00:54:56,000",The best thing we can do is just keep giving our neck out,The best thing we can do is just keep giving our neck out,The best thing we can do is just keep giving our neck out,happiness,moderate
"00:54:56,000","00:54:59,000",and have someone give a little bit of encouragement.,and have someone give a little bit of encouragement.,and have someone give a little bit of encouragement.,happiness,moderate
"00:55:02,000","00:55:04,000","That's a hard one, eh?","That's a hard one, eh?","That's a hard one, eh?",neutral,neutral
"00:55:04,000","00:55:06,000",It really sucks.,It really sucks.,It really sucks.,sadness,moderate
"00:55:06,000","00:55:10,000","And it's hard because when you're in the throes of a sickness,","And it's hard because when you're in the throes of a sickness,","And it's hard because when you're in the throes of a sickness,",sadness,moderate
"00:55:10,000","00:55:13,000",you can't remember what it's like to be well.,you can't remember what it's like to be well.,you can't remember what it's like to be well.,sadness,mild
"00:55:17,000","00:55:18,000","Yeah, true.","Yeah, true.","Yeah, true.",neutral,neutral
"00:55:20,000","00:55:24,000",It's hard to trust your mental space when you're feeling that rough.,It's hard to trust your mental space when you're feeling that rough.,It's hard to trust your mental space when you're feeling that rough.,surprise,moderate
"00:55:24,000","00:55:27,000",I'm sure a huge part of her just wants to call it quits and go home.,I'm sure a huge part of her just wants to call it quits and go home.,I'm sure a huge part of her just wants to call it quits and go home.,sadness,moderate
"00:55:27,000","00:55:30,000",I know that she really wants to play this game as well,I know that she really wants to play this game as well,I know that she really wants to play this game as well,happiness,moderate
"00:55:30,000","00:55:34,000",and it would have to take a lot for her to throw in the towel.,and it would have to take a lot for her to throw in the towel.,and it would have to take a lot for her to throw in the towel.,happiness,moderate
"00:55:35,000","00:55:38,000","We really voted us the wrong person, didn't we?","We really voted us the wrong person, didn't we?","We really voted us the wrong person, didn't we?",sadness,moderate
"00:55:38,000","00:55:42,000","If you want to win in Survivor, you have to take the knocks along the way.","If you want to win in Survivor, you have to take the knocks along the way.","If you want to win in Survivor, you have to take the knocks along the way.",happiness,moderate
"00:55:42,000","00:55:45,000",Isabelle would probably be looked upon now as the weak link.,Isabelle would probably be looked upon now as the weak link.,Isabelle would probably be looked upon now as the weak link.,sadness,moderate
"00:55:47,000","00:55:49,000",Anything could happen in half an hour from now.,Anything could happen in half an hour from now.,Anything could happen in half an hour from now.,neutral,neutral
"00:55:49,000","00:55:52,000",We could have a challenge on and she can't even stand up.,We could have a challenge on and she can't even stand up.,We could have a challenge on and she can't even stand up.,sadness,moderate
"00:55:52,000","00:55:55,000",And I know that I did make the wrong decision.,And I know that I did make the wrong decision.,And I know that I did make the wrong decision.,sadness,moderate
"00:55:55,000","00:55:58,000",It should have been Izzy that should have gone home.,It should have been Izzy that should have gone home.,It should have been Izzy that should have gone home.,anger,moderate
"00:56:00,000","00:56:03,000",Subtitling made possible by Acorn Media,Subtitling made possible by Acorn Media,Subtitling made possible by Acorn Media,neutral,neutral
"00:56:26,000","00:56:27,000",Remo!,Remo!,Remo!,neutral,neutral
"00:56:31,000","00:56:32,000","Oh, crap.","Oh, crap.","Oh, crap.",surprise,mild
"00:56:32,000","00:56:34,000",Challenge invite.,Challenge invite.,Challenge invite.,neutral,neutral
"00:56:34,000","00:56:37,000","As you've noticed by now, this game is full of surprises","As you've noticed by now, this game is full of surprises","As you've noticed by now, this game is full of surprises",surprise,moderate
"00:56:37,000","00:56:41,000","and like a song or a hymn, expect some reprises.","and like a song or a hymn, expect some reprises.","and like a song or a hymn, expect some reprises.",neutral,neutral
"00:56:41,000","00:56:45,000",But what lies ahead now is not a verse or passage repeated.,But what lies ahead now is not a verse or passage repeated.,But what lies ahead now is not a verse or passage repeated.,surprise,moderate
"00:56:45,000","00:56:50,000",It's an opportunity to reinstate what once was deleted.,It's an opportunity to reinstate what once was deleted.,It's an opportunity to reinstate what once was deleted.,happiness,moderate
"00:56:50,000","00:56:51,000",What?,What?,What?,surprise,mild
"00:57:00,000","00:57:08,000",We'll probably have like a little bite to eat soon.,We'll probably have like a little bite to eat soon.,We'll probably have like a little bite to eat soon.,neutral,neutral
"00:57:08,000","00:57:11,000",Shelter's looking awesome.,Shelter's looking awesome.,Shelter's looking awesome.,happiness,moderate
"00:57:11,000","00:57:16,000","I think tonight we'll eat something, we'll sleep well.","I think tonight we'll eat something, we'll sleep well.","I think tonight we'll eat something, we'll sleep well.",happiness,moderate
"00:57:16,000","00:57:19,000",I think we'll all kind of really bounce back.,I think we'll all kind of really bounce back.,I think we'll all kind of really bounce back.,happiness,moderate
"00:57:19,000","00:57:21,000","Yeah, so Izzy's feeling a little bit better.","Yeah, so Izzy's feeling a little bit better.","Yeah, so Izzy's feeling a little bit better.",happiness,mild
"00:57:21,000","00:57:24,000","She said to me, even if she pulls through,","She said to me, even if she pulls through,","She said to me, even if she pulls through,",happiness,mild
"00:57:24,000","00:57:26,000","if it comes to us losing a challenge in Tribal,","if it comes to us losing a challenge in Tribal,","if it comes to us losing a challenge in Tribal,",fear,moderate
"00:57:26,000","00:57:30,000",then she'll talk to us about voting her out so she can go home.,then she'll talk to us about voting her out so she can go home.,then she'll talk to us about voting her out so she can go home.,sadness,moderate
"00:57:37,000","00:57:39,000","What will happen in the challenge, who knows?","What will happen in the challenge, who knows?","What will happen in the challenge, who knows?",surprise,mild
"00:57:39,000","00:57:41,000","After day one, anything can happen.","After day one, anything can happen.","After day one, anything can happen.",neutral,neutral
"00:57:41,000","00:57:43,000","Forget about last night, forget about yesterday.","Forget about last night, forget about yesterday.","Forget about last night, forget about yesterday.",happiness,moderate
"00:57:43,000","00:57:47,000",We go in there today and all we want to do is obliterate the opposition.,We go in there today and all we want to do is obliterate the opposition.,We go in there today and all we want to do is obliterate the opposition.,happiness,intense
"00:57:57,000","00:57:59,000","Morning, guys.","Morning, guys.","Morning, guys.",neutral,neutral
"00:58:03,000","00:58:05,000","Take a seat over there, guys.","Take a seat over there, guys.","Take a seat over there, guys.",neutral,neutral
"00:58:11,000","00:58:14,000",Both teams getting a look at the new tribes.,Both teams getting a look at the new tribes.,Both teams getting a look at the new tribes.,neutral,neutral
"00:58:14,000","00:58:17,000",Hannah and Dee voted out at last night's Tribal Councils.,Hannah and Dee voted out at last night's Tribal Councils.,Hannah and Dee voted out at last night's Tribal Councils.,neutral,neutral
"00:58:17,000","00:58:19,000","I can do this one, mate.","I can do this one, mate.","I can do this one, mate.",neutral,neutral
"00:58:19,000","00:58:21,000",You've got to be good at tying tight knots.,You've got to be good at tying tight knots.,You've got to be good at tying tight knots.,neutral,neutral
"00:58:22,000","00:58:24,000","And come on in, guys.","And come on in, guys.","And come on in, guys.",neutral,neutral
"00:58:37,000","00:58:41,000",I feel like absolute s*** when I see Hannah walk out.,I feel like absolute s*** when I see Hannah walk out.,I feel like absolute s*** when I see Hannah walk out.,sadness,intense
"00:58:41,000","00:58:43,000",I don't know what to do.,I don't know what to do.,I don't know what to do.,surprise,intense
"00:58:43,000","00:58:45,000",I don't know what to do.,I don't know what to do.,I don't know what to do.,surprise,intense
"00:58:45,000","00:58:47,000",I don't know what to do.,I don't know what to do.,I don't know what to do.,surprise,intense
"00:58:47,000","00:58:49,000",I don't know what to do.,I don't know what to do.,I don't know what to do.,surprise,intense
"00:58:49,000","00:58:52,000",I feel like absolute s*** when I see Hannah walk out.,I feel like absolute s*** when I see Hannah walk out.,I feel like absolute s*** when I see Hannah walk out.,sadness,intense
"00:58:52,000","00:58:56,000","I look her straight in the eye, but obviously people are very embarrassed.","I look her straight in the eye, but obviously people are very embarrassed.","I look her straight in the eye, but obviously people are very embarrassed.",sadness,moderate
"00:58:56,000","00:58:59,000",Here's a lovely girl you blindsided last night.,Here's a lovely girl you blindsided last night.,Here's a lovely girl you blindsided last night.,anger,moderate
"00:58:59,000","00:59:01,000",They look really angry.,They look really angry.,They look really angry.,anger,moderate
"00:59:01,000","00:59:03,000",And they should.,And they should.,And they should.,happiness,mild
"00:59:03,000","00:59:06,000","I mean, I'd be just as angry if I was voted off","I mean, I'd be just as angry if I was voted off","I mean, I'd be just as angry if I was voted off",anger,moderate
"00:59:06,000","00:59:09,000",and had to walk in and see my tribe again.,and had to walk in and see my tribe again.,and had to walk in and see my tribe again.,sadness,moderate
"00:59:09,000","00:59:11,000",Welcome to Redemption Island.,Welcome to Redemption Island.,Welcome to Redemption Island.,neutral,neutral
"00:59:14,000","00:59:16,000","Oh, God.","Oh, God.","Oh, God.",surprise,mild
"00:59:16,000","00:59:18,000",Some of you might have caught on yesterday,Some of you might have caught on yesterday,Some of you might have caught on yesterday,neutral,neutral
"00:59:18,000","00:59:20,000",when I said Hannah and Dee's time in the tribe was up.,when I said Hannah and Dee's time in the tribe was up.,when I said Hannah and Dee's time in the tribe was up.,neutral,neutral
"00:59:20,000","00:59:23,000",But I didn't say they were out of this game.,But I didn't say they were out of this game.,But I didn't say they were out of this game.,surprise,mild
"00:59:23,000","00:59:26,000",Redemption Island offers an opportunity,Redemption Island offers an opportunity,Redemption Island offers an opportunity,happiness,mild
"00:59:26,000","00:59:30,000",to duel your way back into this competition.,to duel your way back into this competition.,to duel your way back into this competition.,happiness,moderate
"00:59:30,000","00:59:33,000",Tribe members voted out come here to Redemption Island,Tribe members voted out come here to Redemption Island,Tribe members voted out come here to Redemption Island,neutral,neutral
"00:59:33,000","00:59:36,000",to live with whoever's waiting for them,to live with whoever's waiting for them,to live with whoever's waiting for them,neutral,neutral
"00:59:39,000","00:59:42,000","No one saw it coming at all, which definitely doesn't say much","No one saw it coming at all, which definitely doesn't say much","No one saw it coming at all, which definitely doesn't say much",anger,moderate
"00:59:42,000","00:59:44,000",for the brain capacity of the people around this tribe.,for the brain capacity of the people around this tribe.,for the brain capacity of the people around this tribe.,anger,moderate
"00:59:44,000","00:59:47,000","Lose the duel, and you are gone for good.","Lose the duel, and you are gone for good.","Lose the duel, and you are gone for good.",fear,moderate
"00:59:47,000","00:59:50,000","Win, and you live to fight another duel.","Win, and you live to fight another duel.","Win, and you live to fight another duel.",happiness,mild
"00:59:50,000","00:59:52,000","Survive an isolated life on the island,","Survive an isolated life on the island,","Survive an isolated life on the island,",fear,mild
"00:59:52,000","00:59:54,000","survive your duels,","survive your duels,","survive your duels,",happiness,moderate
"00:59:54,000","00:59:57,000",and eventually one of you will get an opportunity,and eventually one of you will get an opportunity,and eventually one of you will get an opportunity,neutral,neutral
"00:59:57,000","00:59:59,000",to re-enter this game.,to re-enter this game.,to re-enter this game.,neutral,neutral
"01:00:00,000","01:00:05,000","and another shot at the $100,000.","and another shot at the $100,000.","and another shot at the $100,000.",happiness,moderate
"01:00:05,000","01:00:09,000","Redemption Island, for me, it's incredible.","Redemption Island, for me, it's incredible.","Redemption Island, for me, it's incredible.",happiness,moderate
"01:00:09,000","01:00:11,000","It gives you another shot, you know,","It gives you another shot, you know,","It gives you another shot, you know,",neutral,neutral
"01:00:11,000","01:00:16,000",the chance to be able to actually earn your right back into the game.,the chance to be able to actually earn your right back into the game.,the chance to be able to actually earn your right back into the game.,happiness,moderate
"01:00:16,000","01:00:20,000","So, Shayna, how are you feeling after voting Hannah out last night?","So, Shayna, how are you feeling after voting Hannah out last night?","So, Shayna, how are you feeling after voting Hannah out last night?",surprise,mild
"01:00:20,000","01:00:22,000",I think we'd be a lot better off if we got her back.,I think we'd be a lot better off if we got her back.,I think we'd be a lot better off if we got her back.,neutral,neutral
"01:00:22,000","01:00:25,000","Whether she's keen to come back or not,","Whether she's keen to come back or not,","Whether she's keen to come back or not,",neutral,neutral
"01:00:29,000","01:00:34,000","If we have the opportunity, we'll take it. Happy.","If we have the opportunity, we'll take it. Happy.","If we have the opportunity, we'll take it. Happy.",happiness,mild
"01:00:34,000","01:00:37,000",Words don't always mean everything.,Words don't always mean everything.,Words don't always mean everything.,surprise,mild
"01:00:37,000","01:00:42,000","Hannah, who do you think was behind your axing at Tribal Council?","Hannah, who do you think was behind your axing at Tribal Council?","Hannah, who do you think was behind your axing at Tribal Council?",surprise,mild
"01:00:42,000","01:00:45,000",No comment.,No comment.,No comment.,neutral,neutral
"01:00:45,000","01:00:48,000","Dee, what's it like walking into this arena","Dee, what's it like walking into this arena","Dee, what's it like walking into this arena",surprise,mild
"01:00:48,000","01:00:51,000",and facing everyone who voted you out last night?,and facing everyone who voted you out last night?,and facing everyone who voted you out last night?,fear,moderate
"01:00:51,000","01:00:55,000",I think it's probably just as scary for them to face us,I think it's probably just as scary for them to face us,I think it's probably just as scary for them to face us,fear,mild
"01:00:55,000","01:00:57,000",as it is for us to face them.,as it is for us to face them.,as it is for us to face them.,fear,mild
"01:00:58,000","01:01:00,000","Well, your duel is about to start,","Well, your duel is about to start,","Well, your duel is about to start,",fear,mild
"01:01:00,000","01:01:04,000",and something tells me this challenge is going to be a cracker.,and something tells me this challenge is going to be a cracker.,and something tells me this challenge is going to be a cracker.,happiness,moderate
"01:01:19,000","01:01:25,000","For today's duel, you're going to use ropes and sticks to make a long pole.","For today's duel, you're going to use ropes and sticks to make a long pole.","For today's duel, you're going to use ropes and sticks to make a long pole.",neutral,neutral
"01:01:25,000","01:01:29,000",You're going to use that pole to retrieve three keys.,You're going to use that pole to retrieve three keys.,You're going to use that pole to retrieve three keys.,neutral,neutral
"01:01:29,000","01:01:32,000",Those three keys open three locks.,Those three keys open three locks.,Those three keys open three locks.,neutral,neutral
"01:01:32,000","01:01:37,000",The first person through the door stays alive in this game.,The first person through the door stays alive in this game.,The first person through the door stays alive in this game.,fear,moderate
"01:01:48,000","01:01:51,000",Survivors ready?,Survivors ready?,Survivors ready?,happiness,moderate
"01:01:51,000","01:01:52,000",Go!,Go!,Go!,happiness,intense
"01:01:55,000","01:01:57,000",This challenge is on.,This challenge is on.,This challenge is on.,happiness,moderate
"01:01:57,000","01:01:59,000","Dee with some interesting strategy,","Dee with some interesting strategy,","Dee with some interesting strategy,",surprise,mild
"01:01:59,000","01:02:03,000",while Hannah is just going for gold tying knots.,while Hannah is just going for gold tying knots.,while Hannah is just going for gold tying knots.,happiness,moderate
"01:02:03,000","01:02:06,000",A lot of strategy involved in this challenge.,A lot of strategy involved in this challenge.,A lot of strategy involved in this challenge.,surprise,mild
"01:02:06,000","01:02:10,000",Hannah thinks her pole is long enough to get that first key.,Hannah thinks her pole is long enough to get that first key.,Hannah thinks her pole is long enough to get that first key.,neutral,neutral
"01:02:10,000","01:02:12,000","Yep, yep, yep. Perfect, perfect.","Yep, yep, yep. Perfect, perfect.","Yep, yep, yep. Perfect, perfect.",happiness,moderate
"01:02:12,000","01:02:14,000","Nice, Hannah. Good lead, good lead.","Nice, Hannah. Good lead, good lead.","Nice, Hannah. Good lead, good lead.",happiness,moderate
"01:02:14,000","01:02:18,000",Hannah secures her first key before Dee even has a knot tied.,Hannah secures her first key before Dee even has a knot tied.,Hannah secures her first key before Dee even has a knot tied.,happiness,moderate
"01:02:20,000","01:02:22,000",Dee making one long pole.,Dee making one long pole.,Dee making one long pole.,neutral,neutral
"01:02:22,000","01:02:26,000","If this strategy works, she could get three keys in quick succession.","If this strategy works, she could get three keys in quick succession.","If this strategy works, she could get three keys in quick succession.",neutral,neutral
"01:02:26,000","01:02:28,000",But she has to keep moving.,But she has to keep moving.,But she has to keep moving.,neutral,neutral
"01:02:28,000","01:02:30,000",Good.,Good.,Good.,happiness,mild
"01:02:30,000","01:02:32,000",Hannah thinks she can get her second key.,Hannah thinks she can get her second key.,Hannah thinks she can get her second key.,neutral,neutral
"01:02:32,000","01:02:34,000","Yep, yep, yep.","Yep, yep, yep.","Yep, yep, yep.",happiness,moderate
"01:02:34,000","01:02:36,000",Dee falling behind.,Dee falling behind.,Dee falling behind.,neutral,neutral
"01:02:36,000","01:02:40,000","Hannah's pole is long enough, but isn't strong enough.","Hannah's pole is long enough, but isn't strong enough.","Hannah's pole is long enough, but isn't strong enough.",neutral,neutral
"01:02:40,000","01:02:45,000","Hannah with her second key, working on her third key.","Hannah with her second key, working on her third key.","Hannah with her second key, working on her third key.",happiness,moderate
"01:02:45,000","01:02:49,000","Finally, Dee making an attempt at her first key.","Finally, Dee making an attempt at her first key.","Finally, Dee making an attempt at her first key.",neutral,neutral
"01:02:49,000","01:02:54,000","2-1, and just like that, Dee is back in the game.","2-1, and just like that, Dee is back in the game.","2-1, and just like that, Dee is back in the game.",happiness,moderate
"01:02:54,000","01:02:56,000",Hannah working on her second lock.,Hannah working on her second lock.,Hannah working on her second lock.,neutral,neutral
"01:02:58,000","01:03:01,000","These locks are tricky, but Hannah is making it look easy.","These locks are tricky, but Hannah is making it look easy.","These locks are tricky, but Hannah is making it look easy.",happiness,mild
"01:03:01,000","01:03:03,000","Go, reach those little arms.","Go, reach those little arms.","Go, reach those little arms.",neutral,neutral
"01:03:03,000","01:03:08,000",All that work and Dee's pole is only long enough to retrieve her first key.,All that work and Dee's pole is only long enough to retrieve her first key.,All that work and Dee's pole is only long enough to retrieve her first key.,sadness,mild
"01:03:08,000","01:03:13,000",Dee has to go back and add more bamboo.,Dee has to go back and add more bamboo.,Dee has to go back and add more bamboo.,neutral,neutral
"01:03:13,000","01:03:15,000","Come on, Hannah, that's it.","Come on, Hannah, that's it.","Come on, Hannah, that's it.",neutral,neutral
"01:03:15,000","01:03:18,000",Dee going back to try and get her second key.,Dee going back to try and get her second key.,Dee going back to try and get her second key.,happiness,moderate
"01:03:19,000","01:03:22,000",Hannah furiously working on her pole.,Hannah furiously working on her pole.,Hannah furiously working on her pole.,happiness,moderate
"01:03:22,000","01:03:26,000","She's got it. Dee on her second key, and we're all tied up.","She's got it. Dee on her second key, and we're all tied up.","She's got it. Dee on her second key, and we're all tied up.",happiness,moderate
"01:03:28,000","01:03:32,000",Hannah going for her third key.,Hannah going for her third key.,Hannah going for her third key.,neutral,neutral
"01:03:32,000","01:03:37,000","If Hannah can get this key, she can start working on her final lock.","If Hannah can get this key, she can start working on her final lock.","If Hannah can get this key, she can start working on her final lock.",happiness,mild
"01:03:37,000","01:03:40,000","Remember, this is do or die.","Remember, this is do or die.","Remember, this is do or die.",fear,intense
"01:03:43,000","01:03:45,000",Hannah's got her third key.,Hannah's got her third key.,Hannah's got her third key.,happiness,moderate
"01:03:45,000","01:03:48,000",The knot tying has been good.,The knot tying has been good.,The knot tying has been good.,happiness,mild
"01:03:48,000","01:03:51,000",Dee's got to work hard. She's got to dig it in.,Dee's got to work hard. She's got to dig it in.,Dee's got to work hard. She's got to dig it in.,happiness,moderate
"01:03:53,000","01:03:57,000","Hannah just has to get that third lock undone, but her hands are shaking.","Hannah just has to get that third lock undone, but her hands are shaking.","Hannah just has to get that third lock undone, but her hands are shaking.",fear,moderate
"01:04:02,000","01:04:08,000",Hannah is through the door and lives to fight another day in this competition.,Hannah is through the door and lives to fight another day in this competition.,Hannah is through the door and lives to fight another day in this competition.,happiness,moderate
"01:04:16,000","01:04:19,000","Hannah, Dee, that was a great duel.","Hannah, Dee, that was a great duel.","Hannah, Dee, that was a great duel.",happiness,mild
"01:04:19,000","01:04:21,000",Very different approaches.,Very different approaches.,Very different approaches.,neutral,neutral
"01:04:21,000","01:04:24,000","Hannah, congratulations. How are you feeling right now?","Hannah, congratulations. How are you feeling right now?","Hannah, congratulations. How are you feeling right now?",happiness,mild
"01:04:24,000","01:04:28,000","I feel pretty good, but it was awesome, too, to hear the team supporting you.","I feel pretty good, but it was awesome, too, to hear the team supporting you.","I feel pretty good, but it was awesome, too, to hear the team supporting you.",happiness,moderate
